idCrwRevision,0,idReviser,1,idLeaflet,2,idSentence,3,crwRevision,4,dateT,5,flag,6,idGroup,7,rejected,8
451,451,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,3,3,343,343,Your personal details will be held in secure storage and can only be used by our staff.,Your personal details will be held in secure storage and can only be used by our staff.,2019-08-26 20:17:51,2019-08-26 20:17:51,123,123,33,33,0,0
452,452,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,312,312,men with prostate cancer will have help in a workshop relating to managing their prostate cancer issues.,men with prostate cancer will have help in a workshop relating to managing their prostate cancer issues.,2019-08-26 20:20:19,2019-08-26 20:20:19,123,123,32,32,0,0
453,453,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,319,319,you do not have to take part in this study and if you choose not to your medical care will not be effected.,you do not have to take part in this study and if you choose not to your medical care will not be effected.,2019-08-26 20:21:09,2019-08-26 20:21:09,123,123,32,32,0,0
454,454,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,333,333,its unlikely you will see results in this study but it will help men with prostate cancer.,its unlikely you will see results in this study but it will help men with prostate cancer.,2019-08-26 20:21:43,2019-08-26 20:21:43,123,123,32,32,0,0
455,455,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,232,232,"once you have read the information sheet and have had your questions answered, you will then be asked if you want to take part in the study.","once you have read the information sheet and have had your questions answered, you will then be asked if you want to take part in the study.",2019-08-26 20:28:45,2019-08-26 20:28:45,123,123,22,22,0,0
456,456,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,2112,2112,"once we have information your GP about the study, we may contact your GP to check you details are still correct before we mail out your follow up questionnaire.","once we have information your GP about the study, we may contact your GP to check you details are still correct before we mail out your follow up questionnaire.",2019-08-26 20:30:00,2019-08-26 20:30:00,123,123,22,22,0,0
457,457,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,227,227,many studies collect data through your medical record but we believe its better to ask you via a questionnaire to get a better perspective of your well being.,many studies collect data through your medical record but we believe its better to ask you via a questionnaire to get a better perspective of your well being.,2019-08-26 20:31:17,2019-08-26 20:31:17,123,123,22,22,0,0
458,458,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,2100,2100,"routine NHS data, NHS and hospital data will be tracked but your name will be removed.","routine NHS data, NHS and hospital data will be tracked but your name will be removed.",2019-08-26 20:45:09,2019-08-26 20:45:09,123,123,23,23,0,0
459,459,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,234,234,the questionnaire can be completed in your visit or you may to this home and return in pre paid envelope.,the questionnaire can be completed in your visit or you may to this home and return in pre paid envelope.,2019-08-26 20:45:51,2019-08-26 20:45:51,123,123,23,23,0,0
460,460,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,283,283,be aware that the information you provide us may be used in other researches in this organisation or in others.,be aware that the information you provide us may be used in other researches in this organisation or in others.,2019-08-26 20:46:44,2019-08-26 20:46:44,123,123,23,23,0,0
461,461,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,324,324,"The questionnaire can be completed at the end of the workshop session, or at home and returned to us using the freepost envelope provided.","The questionnaire can be completed at the end of the workshop session, or at home and returned to us using the freepost envelope provided.",2019-08-26 20:56:19,2019-08-26 20:56:19,123,123,33,33,0,0
462,462,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,341,341,You won't be identified neither by the information provided nor by the results published.,You won't be identified neither by the information provided nor by the results published.,2019-08-26 20:58:01,2019-08-26 20:58:01,123,123,33,33,0,0
463,463,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,343,343,All your personal details will be stored safely in locked cabinets or on password protected computers accessible only by the research team of the University of Southampton.,All your personal details will be stored safely in locked cabinets or on password protected computers accessible only by the research team of the University of Southampton.,2019-08-26 20:59:14,2019-08-26 20:59:14,123,123,33,33,0,0
464,464,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,312,312,Part of the Care Programme will be a session for men with prostate cancer which will help to manage the symptoms.,Part of the Care Programme will be a session for men with prostate cancer which will help to manage the symptoms.,2019-08-26 21:04:46,2019-08-26 21:04:46,123,123,32,32,0,0
465,465,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,319,319,Your medical care is not linked to your participation to this study.,Your medical care is not linked to your participation to this study.,2019-08-26 21:05:28,2019-08-26 21:05:28,123,123,32,32,0,0
466,466,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,333,333,"While it's unlikely that you will have a direct benefit from this study, it will help us to improve the services for other patients like you in the future.","While it's unlikely that you will have a direct benefit from this study, it will help us to improve the services for other patients like you in the future.",2019-08-26 21:06:22,2019-08-26 21:06:22,123,123,32,32,0,0
467,467,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,2100,2100,"If you have agreed to take part in this study, please note that your name will be removed from the data set and we'll use only your NHS and hospital numbers.","If you have agreed to take part in this study, please note that your name will be removed from the data set and we'll use only your NHS and hospital numbers.",2019-08-26 21:16:50,2019-08-26 21:16:50,123,123,23,23,0,0
468,468,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,234,234,"You can complete the questionnaire during your hospital visit and return it to the nurse/researcher; alternatively, you can complete it at home and return it using the prepaid envelope.","You can complete the questionnaire during your hospital visit and return it to the nurse/researcher; alternatively, you can complete it at home and return it using the prepaid envelope.",2019-08-26 21:18:14,2019-08-26 21:18:14,123,123,23,23,0,0
469,469,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,283,283,"If you have agreed to take part in a research study, we may share information about your health and case with other researchers, in this or other organizations.","If you have agreed to take part in a research study, we may share information about your health and case with other researchers, in this or other organizations.",2019-08-26 21:19:13,2019-08-26 21:19:13,123,123,23,23,0,0
470,470,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,312,312,part of the care programme will help men with prostrate cancer manage any prostrate cancer related issues they have,part of the care programme will help men with prostrate cancer manage any prostrate cancer related issues they have,2019-08-26 21:19:59,2019-08-26 21:19:59,123,123,32,32,0,0
471,471,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,319,319,your medical care will in this  not be affected if you decide not to take part in this research ,your medical care will in this  not be affected if you decide not to take part in this research ,2019-08-26 21:21:31,2019-08-26 21:21:31,123,123,32,32,0,0
472,472,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,333,333,you might not benefit directly from taking part in this research but the results from the stud will help us develop and improve services for men with prostrate cancer ,you might not benefit directly from taking part in this research but the results from the stud will help us develop and improve services for men with prostrate cancer ,2019-08-26 21:23:21,2019-08-26 21:23:21,123,123,32,32,0,0
473,473,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,418,418,We are interested in the diagnosis of prostrate cancer and how its treatment affects personal health and well-being. ,We are interested in the diagnosis of prostrate cancer and how its treatment affects personal health and well-being. ,2019-08-26 21:50:26,2019-08-26 21:50:26,123,123,42,42,0,0
474,474,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,472,472,Your identifiable information is retained for 10 years post study completion. ,Your identifiable information is retained for 10 years post study completion. ,2019-08-26 21:51:47,2019-08-26 21:51:47,123,123,42,42,0,0
475,475,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,455,455,"In respect of a task carried out (for scientific or historical research)- it is necessary to process your trial information for archiving purposes in the public interest. This is in accordance to the following legislation; (General Data Protection Regulation (GDPR) Article 6(1)e),  Article 9(2)(j) and Article 89(1).","In respect of a task carried out (for scientific or historical research)- it is necessary to process your trial information for archiving purposes in the public interest. This is in accordance to the following legislation; (General Data Protection Regulation (GDPR) Article 6(1)e),  Article 9(2)(j) and Article 89(1).",2019-08-26 21:58:36,2019-08-26 21:58:36,123,123,42,42,0,0
476,476,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,312,312,Part of the prostate cancer Care Programme is a workshop on managing prostate cancer related issues (male only).,Part of the prostate cancer Care Programme is a workshop on managing prostate cancer related issues (male only).,2019-08-26 22:05:44,2019-08-26 22:05:44,123,123,32,32,0,0
477,477,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,319,319,The research is voluntary and if you choose not to take part it does not affect you medical care.,The research is voluntary and if you choose not to take part it does not affect you medical care.,2019-08-26 22:06:42,2019-08-26 22:06:42,123,123,32,32,0,0
478,478,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,333,333,"The results from the prostate cancer study will not benefit you necessarily, however it will aide in the development and improvement of the male only services.","The results from the prostate cancer study will not benefit you necessarily, however it will aide in the development and improvement of the male only services.",2019-08-26 22:08:36,2019-08-26 22:08:36,123,123,32,32,0,0
479,479,ATOFK3PAS290J,ATOFK3PAS290J,3,3,324,324,Return the provided freepost envelope containing the completed questionnaire ,Return the provided freepost envelope containing the completed questionnaire ,2019-08-26 22:30:25,2019-08-26 22:30:25,123,123,33,33,0,0
480,480,ATOFK3PAS290J,ATOFK3PAS290J,3,3,341,341,You can't be identified personally by any results or information collected about you.,You can't be identified personally by any results or information collected about you.,2019-08-26 22:34:48,2019-08-26 22:34:48,123,123,33,33,0,0
481,481,ATOFK3PAS290J,ATOFK3PAS290J,3,3,343,343,"Locked filling cabinets on password protected computers that are only accessible by University of Southampton research team members, will store all personal details. ","Locked filling cabinets on password protected computers that are only accessible by University of Southampton research team members, will store all personal details. ",2019-08-26 22:41:04,2019-08-26 22:41:04,123,123,33,33,0,0
482,482,ATOFK3PAS290J,ATOFK3PAS290J,2,2,2100,2100,"Only your NHS and hospital numbers will be used to track the routine NHS data that we collect, upon your agreement. ","Only your NHS and hospital numbers will be used to track the routine NHS data that we collect, upon your agreement. ",2019-08-26 23:38:48,2019-08-26 23:38:48,123,123,23,23,0,0
483,483,ATOFK3PAS290J,ATOFK3PAS290J,2,2,234,234,The questionnaire can be completed at the hospital or your home and be returned in the prepaid envelope to the nurse or researcher.,The questionnaire can be completed at the hospital or your home and be returned in the prepaid envelope to the nurse or researcher.,2019-08-26 23:40:58,2019-08-26 23:40:58,123,123,23,23,0,0
484,484,ATOFK3PAS290J,ATOFK3PAS290J,2,2,283,283,"Your health and care information may be provided to researchers of any organisation, upon your agreement to participate in a study.","Your health and care information may be provided to researchers of any organisation, upon your agreement to participate in a study.",2019-08-26 23:45:08,2019-08-26 23:45:08,123,123,23,23,0,0
485,485,A3SITW767PUHIN,A3SITW767PUHIN,3,3,312,312,A workshop for patients with prostate will be part of the care programme &amp; will help them manage their prostate cancer issues.,A workshop for patients with prostate will be part of the care programme &amp; will help them manage their prostate cancer issues.,2019-08-27 00:39:21,2019-08-27 00:39:21,123,123,32,32,0,0
486,486,A3SITW767PUHIN,A3SITW767PUHIN,3,3,319,319,Note that your participation is voluntary &amp; your care will not be affected if you don't take part.,Note that your participation is voluntary &amp; your care will not be affected if you don't take part.,2019-08-27 00:39:49,2019-08-27 00:39:49,123,123,32,32,0,0
487,487,A3SITW767PUHIN,A3SITW767PUHIN,3,3,333,333,"You are unlikely to benefit from this research, but future care will be improved by this research. ","You are unlikely to benefit from this research, but future care will be improved by this research. ",2019-08-27 00:40:20,2019-08-27 00:40:20,123,123,32,32,0,0
488,488,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,312,312,The car programme is a workshop for men with prostate cancer and will help them manage issues they have. ,The car programme is a workshop for men with prostate cancer and will help them manage issues they have. ,2019-08-27 02:27:39,2019-08-27 02:27:39,123,123,32,32,0,0
489,489,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,319,319,Taking part in this research is voluntary and your medical care will not be affected if you do not take part. ,Taking part in this research is voluntary and your medical care will not be affected if you do not take part. ,2019-08-27 02:28:10,2019-08-27 02:28:10,123,123,32,32,0,0
490,490,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,333,333,"It's unlikely you will benefit from taking part in the research but the results will help to develop and improve services for men with prostate cancer. 
","It's unlikely you will benefit from taking part in the research but the results will help to develop and improve services for men with prostate cancer. 
",2019-08-27 02:28:47,2019-08-27 02:28:47,123,123,32,32,0,0
491,491,A26EN6J1ENYOC ,A26EN6J1ENYOC ,2,2,232,232,"After reading the information sheet and have answered all the questions , you would be asked if you are interested in taking part in the study ","After reading the information sheet and have answered all the questions , you would be asked if you are interested in taking part in the study ",2019-08-27 08:01:22,2019-08-27 08:01:22,123,123,22,22,0,0
492,492,A26EN6J1ENYOC ,A26EN6J1ENYOC ,2,2,2112,2112,we will inform your GP that you are participating in the study and contact your GP before sending you the follow up questionnaire just in case you have moved or changed your detais ,we will inform your GP that you are participating in the study and contact your GP before sending you the follow up questionnaire just in case you have moved or changed your detais ,2019-08-27 08:04:31,2019-08-27 08:04:31,123,123,22,22,0,0
493,493,A26EN6J1ENYOC ,A26EN6J1ENYOC ,2,2,227,227,a lot of studies collect data about people from their medical and hospital records. but we believe it is vital we know about your health and well being directly from you through your responses to our questionnaires ,a lot of studies collect data about people from their medical and hospital records. but we believe it is vital we know about your health and well being directly from you through your responses to our questionnaires ,2019-08-27 08:07:52,2019-08-27 08:07:52,123,123,22,22,0,0
494,494,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,3,3,312,312,this is perfect,this is perfect,2019-08-27 09:05:21,2019-08-27 09:05:21,123,123,32,32,0,0
495,495,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,3,3,319,319,this is perfect,this is perfect,2019-08-27 09:05:37,2019-08-27 09:05:37,123,123,32,32,0,0
496,496,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,3,3,333,333,this is perfect,this is perfect,2019-08-27 09:05:45,2019-08-27 09:05:45,123,123,32,32,0,0
497,497,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,2100,2100,"If you have agreed to data collection, your data will be anonymised.","If you have agreed to data collection, your data will be anonymised.",2019-08-27 09:05:47,2019-08-27 09:05:47,123,123,23,23,0,0
498,498,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,234,234,"You can complete the questionnaire in person, or at home via post.","You can complete the questionnaire in person, or at home via post.",2019-08-27 09:06:30,2019-08-27 09:06:30,123,123,23,23,0,0
499,499,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,283,283,"When you agree to participate, information about your health and care may be shared with researchers from this and other organisations.","When you agree to participate, information about your health and care may be shared with researchers from this and other organisations.",2019-08-27 09:07:38,2019-08-27 09:07:38,123,123,23,23,0,0
500,500,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,2100,2100,this is also ok,this is also ok,2019-08-27 09:10:44,2019-08-27 09:10:44,123,123,23,23,0,0
501,501,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,234,234,this is also ok,this is also ok,2019-08-27 09:10:52,2019-08-27 09:10:52,123,123,23,23,0,0
502,502,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,283,283,this is also ok,this is also ok,2019-08-27 09:10:59,2019-08-27 09:10:59,123,123,23,23,0,0
503,503,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,232,232,"Once you have seen the information seen &amp; asked any questions you may have, you will be asked to confirm that you agree to join the study.","Once you have seen the information seen &amp; asked any questions you may have, you will be asked to confirm that you agree to join the study.",2019-08-27 09:12:12,2019-08-27 09:12:12,123,123,22,22,0,0
504,504,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,2112,2112,"Your GP will be notified that you are part of the study, and will be contacted regarding your follow up questionnaire.","Your GP will be notified that you are part of the study, and will be contacted regarding your follow up questionnaire.",2019-08-27 09:13:13,2019-08-27 09:13:13,123,123,22,22,0,0
505,505,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,227,227,"We prefer to take a more personal approach, and find out about you from your own words, rather than your medical records.","We prefer to take a more personal approach, and find out about you from your own words, rather than your medical records.",2019-08-27 09:13:53,2019-08-27 09:13:53,123,123,22,22,0,0
506,506,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,"Once you've read the factsheet and your questions have been answered, we will ask if you are happy to take part.","Once you've read the factsheet and your questions have been answered, we will ask if you are happy to take part.",2019-08-27 15:53:41,2019-08-27 15:53:41,123,123,22,22,0,0
507,507,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,"We will let your doctor know that you are taking part in this study, and we may contact them before you get the follow up questionaire, just to make sure your details haven't changed.","We will let your doctor know that you are taking part in this study, and we may contact them before you get the follow up questionaire, just to make sure your details haven't changed.",2019-08-27 15:54:27,2019-08-27 15:54:27,123,123,22,22,0,0
508,508,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,"Some studies only use medical and hospital records, but we feel that asking you questions about your health and well-being is also important information.","Some studies only use medical and hospital records, but we feel that asking you questions about your health and well-being is also important information.",2019-08-27 15:55:13,2019-08-27 15:55:13,123,123,22,22,0,0
509,509,l2s2t,l2s2t,2,2,232,232,232,232,2019-08-29 16:39:29,2019-08-29 16:39:29,123,123,121,121,0,0
510,510,l2s2t,l2s2t,2,2,2112,2112,2112,2112,2019-08-29 16:39:37,2019-08-29 16:39:37,123,123,121,121,0,0
511,511,l2s2t,l2s2t,2,2,227,227,227,227,2019-08-29 16:39:51,2019-08-29 16:39:51,123,123,121,121,0,0
512,512,l3s2t,l3s2t,3,3,312,312,312,312,2019-08-29 16:42:58,2019-08-29 16:42:58,123,123,132,132,0,0
513,513,l3s2t,l3s2t,3,3,319,319,319,319,2019-08-29 16:43:14,2019-08-29 16:43:14,123,123,132,132,0,0
514,514,l3s2t,l3s2t,3,3,333,333,333,333,2019-08-29 16:43:28,2019-08-29 16:43:28,123,123,132,132,0,0
515,515,l4s2t,l4s2t,4,4,418,418,418,418,2019-08-29 16:45:28,2019-08-29 16:45:28,123,123,142,142,0,0
516,516,l4s2t,l4s2t,4,4,472,472,472,472,2019-08-29 16:45:46,2019-08-29 16:45:46,123,123,142,142,0,0
517,517,l4s2t,l4s2t,4,4,455,455,455,455,2019-08-29 16:45:53,2019-08-29 16:45:53,123,123,142,142,0,0
518,518,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,The data you agreed to let us use will never contain your name.,The data you agreed to let us use will never contain your name.,2019-08-29 17:04:23,2019-08-29 17:04:23,123,123,123,123,0,0
519,519,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,You can fill in the form here or do it later at home and send it back in the envelope provided.,You can fill in the form here or do it later at home and send it back in the envelope provided.,2019-08-29 17:05:09,2019-08-29 17:05:09,123,123,123,123,0,0
520,520,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,The information we learn about you may be shared with other researchers.,The information we learn about you may be shared with other researchers.,2019-08-29 17:05:47,2019-08-29 17:05:47,123,123,123,123,0,0
521,521,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,When you are aware of all of the details we will ask you if you still want to be part of the research.,When you are aware of all of the details we will ask you if you still want to be part of the research.,2019-08-29 17:09:27,2019-08-29 17:09:27,123,123,122,122,0,0
522,522,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,Before we send the second form we will check that your details have not changed.,Before we send the second form we will check that your details have not changed.,2019-08-29 17:09:52,2019-08-29 17:09:52,123,123,122,122,0,0
523,523,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,We ant this study to be personal so what you tell us is very important.,We ant this study to be personal so what you tell us is very important.,2019-08-29 17:10:29,2019-08-29 17:10:29,123,123,122,122,0,0
524,524,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,312,312,There will be a workshop to help with cancer related issues.,There will be a workshop to help with cancer related issues.,2019-08-29 17:14:06,2019-08-29 17:14:06,123,123,132,132,0,0
525,525,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,312,312,"The Care Programme will be a workshop for men with prostate cancer, which will help them better manage any related issues they have.","The Care Programme will be a workshop for men with prostate cancer, which will help them better manage any related issues they have.",2019-08-29 17:14:25,2019-08-29 17:14:25,123,123,132,132,0,0
526,526,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,319,319,If you do not take part there are no penalties.,If you do not take part there are no penalties.,2019-08-29 17:14:26,2019-08-29 17:14:26,123,123,132,132,0,0
527,527,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,333,333,The help you give will grealt help other sufferers in the future.,The help you give will grealt help other sufferers in the future.,2019-08-29 17:15:03,2019-08-29 17:15:03,123,123,132,132,0,0
528,528,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,319,319,"No, this research is voluntary and your medical care will not be affected if you don't participate.","No, this research is voluntary and your medical care will not be affected if you don't participate.",2019-08-29 17:15:18,2019-08-29 17:15:18,123,123,132,132,0,0
529,529,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,232,232,After reading the information sheet and have had your questions answered you will be asked to confirm you will be taking part in the study. ,After reading the information sheet and have had your questions answered you will be asked to confirm you will be taking part in the study. ,2019-08-29 17:15:43,2019-08-29 17:15:43,123,123,122,122,0,0
530,530,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,232,232,"Once you've read the information sheet and received answers to your questions, you'll be asked to confirm you're happy to participate in the study.","Once you've read the information sheet and received answers to your questions, you'll be asked to confirm you're happy to participate in the study.",2019-08-29 17:16:44,2019-08-29 17:16:44,123,123,122,122,0,0
531,531,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,333,333,"It's unlikely that you benefit from taking part, but the results from the study will help us develop and improve services for men with prostate cancer.","It's unlikely that you benefit from taking part, but the results from the study will help us develop and improve services for men with prostate cancer.",2019-08-29 17:16:59,2019-08-29 17:16:59,123,123,132,132,0,0
532,532,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2100,2100,"If you agree for us to collect NHS data this will be tracked using your NHS and hospital numbers, but your name is removed.","If you agree for us to collect NHS data this will be tracked using your NHS and hospital numbers, but your name is removed.",2019-08-29 17:17:20,2019-08-29 17:17:20,123,123,123,123,0,0
533,533,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2112,2112,You're GP will be informed you are participating in the study and may be contacted before mailing out the follow up questionnaire to check your details.,You're GP will be informed you are participating in the study and may be contacted before mailing out the follow up questionnaire to check your details.,2019-08-29 17:17:43,2019-08-29 17:17:43,123,123,122,122,0,0
534,534,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,2112,2112,We will inform and may contact your GP about your participation in this study in case your details have changed or you have moved before mailing out the follow up questionnaire. ,We will inform and may contact your GP about your participation in this study in case your details have changed or you have moved before mailing out the follow up questionnaire. ,2019-08-29 17:18:56,2019-08-29 17:18:56,123,123,122,122,0,0
535,535,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,234,234,"Complete the questionnaire during your hospital visit and hand in to the nurse or researcher. Otherwise, take it home to complete and return in the pre-paid envelope.","Complete the questionnaire during your hospital visit and hand in to the nurse or researcher. Otherwise, take it home to complete and return in the pre-paid envelope.",2019-08-29 17:19:26,2019-08-29 17:19:26,123,123,123,123,0,0
536,536,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,232,232,"After reading the information sheet, please confirm that you are happy to proceed with the study.","After reading the information sheet, please confirm that you are happy to proceed with the study.",2019-08-29 17:19:33,2019-08-29 17:19:33,123,123,122,122,0,0
537,537,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,2112,2112,"Your GP will be told you're taking part in the study, and may ask your GP whether your details have changed before mailing out a follow up questionnaire. ","Your GP will be told you're taking part in the study, and may ask your GP whether your details have changed before mailing out a follow up questionnaire. ",2019-08-29 17:20:42,2019-08-29 17:20:42,123,123,122,122,0,0
538,538,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,227,227,"We believe it is important to find out about your well-being and health from your perspective, in the form of questionnaires, instead of collecting data from medical records like other studies. ","We believe it is important to find out about your well-being and health from your perspective, in the form of questionnaires, instead of collecting data from medical records like other studies. ",2019-08-29 17:21:06,2019-08-29 17:21:06,123,123,122,122,0,0
539,539,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,227,227,"Other studies collect your data from your medial and hospital records, but we believe your perspective on your health and well-being is important and will be collected through your responses to questionnaires.","Other studies collect your data from your medial and hospital records, but we believe your perspective on your health and well-being is important and will be collected through your responses to questionnaires.",2019-08-29 17:21:13,2019-08-29 17:21:13,123,123,122,122,0,0
540,540,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,227,227,"Hospital and medical records are often used to evaluate people, but we believe your perspective is more important, as given through your responses to the questionnaire.","Hospital and medical records are often used to evaluate people, but we believe your perspective is more important, as given through your responses to the questionnaire.",2019-08-29 17:21:50,2019-08-29 17:21:50,123,123,122,122,0,0
541,541,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,283,283,"When you agree to participate in a research study, information about your health and care may be shared with current researchers within the organisation and external organisations","When you agree to participate in a research study, information about your health and care may be shared with current researchers within the organisation and external organisations",2019-08-29 17:22:17,2019-08-29 17:22:17,123,123,123,123,0,0
542,542,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,418,418,We are interested in how the diagnosis of prostate cancer and its treatment affects a person's health.,We are interested in how the diagnosis of prostate cancer and its treatment affects a person's health.,2019-08-29 17:27:52,2019-08-29 17:27:52,123,123,142,142,0,0
543,543,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,472,472,Your hospital will keep identifiable information about you for 10 years after the trial has ended.,Your hospital will keep identifiable information about you for 10 years after the trial has ended.,2019-08-29 17:28:44,2019-08-29 17:28:44,123,123,142,142,0,0
544,544,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,2100,2100,"Your data will be cataloged only using your NHS and hospital numbers, without your name included. ","Your data will be cataloged only using your NHS and hospital numbers, without your name included. ",2019-08-29 17:29:46,2019-08-29 17:29:46,123,123,123,123,0,0
545,545,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,455,455,Processing your information for trials is necessary for the performance of a task carried out in the public interest.,Processing your information for trials is necessary for the performance of a task carried out in the public interest.,2019-08-29 17:29:47,2019-08-29 17:29:47,123,123,142,142,0,0
546,546,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,234,234,"The questionnaire can be completed at the hospital, or you can finish it at home and mail it in using the pre-paid envelope. ","The questionnaire can be completed at the hospital, or you can finish it at home and mail it in using the pre-paid envelope. ",2019-08-29 17:30:40,2019-08-29 17:30:40,123,123,123,123,0,0
547,547,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,283,283,"In agreeing to this study, you accept that the information about your health and care may be provided to other researchers and organisations to perform further research. ","In agreeing to this study, you accept that the information about your health and care may be provided to other researchers and organisations to perform further research. ",2019-08-29 17:31:55,2019-08-29 17:31:55,123,123,123,123,0,0
548,548,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,"Once you have read the factsheet and your questions have been answered, we will ask you whether you are happy to continue with the study.","Once you have read the factsheet and your questions have been answered, we will ask you whether you are happy to continue with the study.",2019-08-29 17:32:17,2019-08-29 17:32:17,123,123,122,122,0,0
549,549,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,"We will let your GP know that you are part of this study, and we may get in touch with them to make sure that your details are still the same before we send out the follow-up questionnaire.","We will let your GP know that you are part of this study, and we may get in touch with them to make sure that your details are still the same before we send out the follow-up questionnaire.",2019-08-29 17:33:22,2019-08-29 17:33:22,123,123,122,122,0,0
550,550,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,418,418,We're studying how a diagnosis of prostate cancer and it's treatments affect a persons health and well-being.,We're studying how a diagnosis of prostate cancer and it's treatments affect a persons health and well-being.,2019-08-29 17:33:44,2019-08-29 17:33:44,123,123,142,142,0,0
