idRanking,0,RID,1,idReviser,2,idLeaflet,3,idSentence,4,crwRevision,5,dateT,6,g,7,flag,8,revSent1,9,revSent2,10,revSent3,11,revSent4,12,revSent5,13,revSent6,14,revSent7,15,revSent8,16,revSent9,17
70,70,505,505,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-26 20:06:53,2019-11-26 20:06:53,6219,6219,6219,6219,17,17,85,85,71,71,22,22,48,48,69,69,56,56,4,4,33,33
71,71,147,147,A2LI65T29I493R,A2LI65T29I493R,4,4,470,470,"The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.","The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.",2019-11-26 20:07:54,2019-11-26 20:07:54,6419,6419,6419,6419,21,21,68,68,72,72,57,57,-81,-81,11,11,43,43,34,34,9,9
72,72,411,411,A2LI65T29I493R,A2LI65T29I493R,4,4,472,472, Your hospital will keep identifiable information about you from this study for 10 years after the study has finished., Your hospital will keep identifiable information about you from this study for 10 years after the study has finished.,2019-11-26 20:08:54,2019-11-26 20:08:54,6419,6419,6419,6419,74,74,32,32,-1,-1,28,28,85,85,19,19,51,51,63,63,44,44
73,73,1563,1563,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,232,232,"After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.","After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.",2019-11-26 20:11:06,2019-11-26 20:11:06,6219,6219,6219,6219,63,63,51,51,38,38,15,15,29,29,76,76,84,84,7,7,42,42
74,74,726,726,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,234,234,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,2019-11-26 20:12:10,2019-11-26 20:12:10,6219,6219,6219,6219,84,84,28,28,33,33,6,6,15,15,42,42,77,77,61,61,59,59
75,75,226,226,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,263,263,"As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.","As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.",2019-11-26 20:13:18,2019-11-26 20:13:18,6219,6219,6219,6219,14,14,62,62,31,31,58,58,87,87,6,6,75,75,43,43,29,29
76,76,1160,1160,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,264,264,"This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.","This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.",2019-11-26 20:14:08,2019-11-26 20:14:08,6219,6219,6219,6219,78,78,51,51,32,32,15,15,6,6,29,29,44,44,87,87,63,63
77,77,866,866,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,283,283,"When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.","When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.",2019-11-26 20:14:43,2019-11-26 20:14:43,6219,6219,6219,6219,31,31,17,17,8,8,73,73,52,52,29,29,86,86,64,64,45,45
78,78,1067,1067,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,2100,2100,"If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.","If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.",2019-11-26 20:15:39,2019-11-26 20:15:39,6219,6219,6219,6219,44,44,28,28,19,19,86,86,32,32,5,5,51,51,73,73,67,67
79,79,755,755,AYL3SQMR8E5W9,AYL3SQMR8E5W9,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.","We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.",2019-11-26 20:16:47,2019-11-26 20:16:47,6219,6219,6219,6219,54,54,72,72,63,63,88,88,6,6,41,41,19,19,37,37,25,25
80,80,589,589,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,312,312,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,2019-11-26 20:45:01,2019-11-26 20:45:01,6319,6319,6319,6319,16,16,63,63,78,78,2,2,25,25,84,84,47,47,59,59,31,31
81,81,1240,1240,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,319,319,"No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.","No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.",2019-11-26 20:46:15,2019-11-26 20:46:15,6319,6319,6319,6319,48,48,64,64,5,5,13,13,71,71,29,29,86,86,37,37,52,52
82,82,367,367,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,324,324,"The questionnaire can be completed at the end of the workshop session, or at home and returned to us in a freepost envelope which we will provide.","The questionnaire can be completed at the end of the workshop session, or at home and returned to us in a freepost envelope which we will provide.",2019-11-26 20:47:11,2019-11-26 20:47:11,6319,6319,6319,6319,35,35,4,4,49,49,12,12,86,86,77,77,51,51,23,23,68,68
83,83,583,583,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,333,333,"It is unlikely that you will benefit directly from taking part in this research, but the results from the study will help us to further develop and improve services for men with prostate cancer.","It is unlikely that you will benefit directly from taking part in this research, but the results from the study will help us to further develop and improve services for men with prostate cancer.",2019-11-26 20:48:19,2019-11-26 20:48:19,6319,6319,6319,6319,44,44,25,25,3,3,31,31,12,12,67,67,86,86,58,58,79,79
84,84,369,369,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,341,341,Neither the information that is collected about you during the course of the study nor any of the results published will identify you personally.,Neither the information that is collected about you during the course of the study nor any of the results published will identify you personally.,2019-11-26 20:49:07,2019-11-26 20:49:07,6319,6319,6319,6319,18,18,55,55,39,39,83,83,42,42,1,1,27,27,74,74,66,66
85,85,175,175,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,342,342,"Instead, you will be allocated a number at the start of the study that will be used to identify your data; your name and address will not be recorded on the questionnaire.","Instead, you will be allocated a number at the start of the study that will be used to identify your data; your name and address will not be recorded on the questionnaire.",2019-11-26 20:50:13,2019-11-26 20:50:13,6319,6319,6319,6319,16,16,35,35,1,1,48,48,53,53,62,62,77,77,29,29,84,84
86,86,445,445,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,343,343,All personal details (such as your name and address) will be stored separately in locked filling cabinets and held on computers which will be password protected and only accessible by members of the University of Southampton research team.,All personal details (such as your name and address) will be stored separately in locked filling cabinets and held on computers which will be password protected and only accessible by members of the University of Southampton research team.,2019-11-26 20:51:15,2019-11-26 20:51:15,6319,6319,6319,6319,83,83,15,15,22,22,77,77,39,39,44,44,1,1,68,68,56,56
87,87,1792,1792,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,346,346,The purpose of the research is to develop a workshop which is right for men with prostate cancer and your views will be used to do this.,The purpose of the research is to develop a workshop which is right for men with prostate cancer and your views will be used to do this.,2019-11-26 20:52:14,2019-11-26 20:52:14,6319,6319,6319,6319,53,53,35,35,47,47,21,21,14,14,-71,-71,2,2,-81,-81,66,66
88,88,294,294,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,359,359,"If, having read this information, you are happy to take part, please complete the questionnaire and return it to the researcher at the workshop, or send it to us at the University of Southampton in the pre-paid envelope provided.","If, having read this information, you are happy to take part, please complete the questionnaire and return it to the researcher at the workshop, or send it to us at the University of Southampton in the pre-paid envelope provided.",2019-11-26 20:53:20,2019-11-26 20:53:20,6319,6319,6319,6319,21,21,12,12,54,54,38,38,75,75,49,49,7,7,66,66,83,83
89,89,228,228,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,222,222,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,2019-11-26 20:56:26,2019-11-26 20:56:26,6219,6219,6219,6219,26,26,17,17,41,41,89,89,73,73,62,62,8,8,54,54,35,35
90,90,699,699,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-26 20:58:21,2019-11-26 20:58:21,6219,6219,6219,6219,42,42,4,4,33,33,68,68,85,85,77,77,-21,-21,56,56,11,11
91,91,1264,1264,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,232,232,"After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.","After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.",2019-11-26 20:59:36,2019-11-26 20:59:36,6219,6219,6219,6219,12,12,66,66,-71,-71,21,21,85,85,54,54,-1,-1,33,33,47,47
92,92,546,546,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,234,234,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,2019-11-26 21:02:21,2019-11-26 21:02:21,6219,6219,6219,6219,64,64,38,38,9,9,45,45,56,56,23,23,17,17,71,71,82,82
93,93,235,235,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,263,263,"As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.","As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.",2019-11-26 21:03:45,2019-11-26 21:03:45,6219,6219,6219,6219,67,67,15,15,44,44,1,1,-71,-71,52,52,33,33,26,26,88,88
94,94,1326,1326,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,264,264,"This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.","This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.",2019-11-26 21:07:27,2019-11-26 21:07:27,6219,6219,6219,6219,43,43,58,58,82,82,16,16,71,71,25,25,67,67,34,34,9,9
95,95,926,926,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,283,283,"When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.","When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.",2019-11-26 21:08:40,2019-11-26 21:08:40,6219,6219,6219,6219,46,46,-81,-81,21,21,75,75,17,17,53,53,32,32,8,8,64,64
96,96,1092,1092,A39NFW2FOEG898,A39NFW2FOEG898,3,3,312,312,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,2019-11-26 21:10:15,2019-11-26 21:10:15,6319,6319,6319,6319,33,33,62,62,51,51,3,3,41,41,11,11,71,71,82,82,21,21
97,97,1918,1918,A39NFW2FOEG898,A39NFW2FOEG898,3,3,319,319,"No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.","No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.",2019-11-26 21:10:52,2019-11-26 21:10:52,6319,6319,6319,6319,,,,,,,,,,,,,,,,,2,2
98,98,,,,,,,,,,,2019-11-26 21:17:52,2019-11-26 21:17:52,,,,,,,,,,,,,,,,,,,,,,
99,99,1587,1587,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,2100,2100,"If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.","If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.",2019-11-26 21:17:59,2019-11-26 21:17:59,6219,6219,6219,6219,44,44,37,37,21,21,12,12,85,85,66,66,53,53,8,8,-71,-71
100,100,831,831,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.","We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.",2019-11-26 21:19:07,2019-11-26 21:19:07,6219,6219,6219,6219,34,34,29,29,45,45,18,18,81,81,53,53,7,7,72,72,66,66
101,101,1633,1633,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,312,312,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,2019-11-26 21:54:24,2019-11-26 21:54:24,6319,6319,6319,6319,26,26,18,18,58,58,81,81,65,65,38,38,6,6,79,79,47,47
102,102,1240,1240,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,319,319,"No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.","No, taking part in this research is voluntary and your medical care will not be affected if you decide you do not wish to take part.",2019-11-26 21:56:12,2019-11-26 21:56:12,6319,6319,6319,6319,68,68,44,44,23,23,11,11,4,4,-51,-51,85,85,33,33,78,78
103,103,635,635,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,324,324,"The questionnaire can be completed at the end of the workshop session, or at home and returned to us in a freepost envelope which we will provide.","The questionnaire can be completed at the end of the workshop session, or at home and returned to us in a freepost envelope which we will provide.",2019-11-26 21:57:15,2019-11-26 21:57:15,6319,6319,6319,6319,64,64,14,14,43,43,52,52,23,23,8,8,-71,-71,31,31,82,82
104,104,583,583,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,333,333,"It is unlikely that you will benefit directly from taking part in this research, but the results from the study will help us to further develop and improve services for men with prostate cancer.","It is unlikely that you will benefit directly from taking part in this research, but the results from the study will help us to further develop and improve services for men with prostate cancer.",2019-11-26 21:58:35,2019-11-26 21:58:35,6319,6319,6319,6319,78,78,29,29,32,32,65,65,42,42,3,3,81,81,14,14,-51,-51
105,105,648,648,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,341,341,Neither the information that is collected about you during the course of the study nor any of the results published will identify you personally.,Neither the information that is collected about you during the course of the study nor any of the results published will identify you personally.,2019-11-26 21:59:44,2019-11-26 21:59:44,6319,6319,6319,6319,3,3,23,23,42,42,59,59,-61,-61,33,33,74,74,11,11,83,83
106,106,320,320,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,342,342,"Instead, you will be allocated a number at the start of the study that will be used to identify your data; your name and address will not be recorded on the questionnaire.","Instead, you will be allocated a number at the start of the study that will be used to identify your data; your name and address will not be recorded on the questionnaire.",2019-11-26 22:01:17,2019-11-26 22:01:17,6319,6319,6319,6319,13,13,22,22,53,53,71,71,42,42,32,32,82,82,3,3,-61,-61
107,107,451,451,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,343,343,All personal details (such as your name and address) will be stored separately in locked filling cabinets and held on computers which will be password protected and only accessible by members of the University of Southampton research team.,All personal details (such as your name and address) will be stored separately in locked filling cabinets and held on computers which will be password protected and only accessible by members of the University of Southampton research team.,2019-11-26 22:02:46,2019-11-26 22:02:46,6319,6319,6319,6319,71,71,54,54,83,83,4,4,13,13,34,34,62,62,24,24,-41,-41
108,108,1919,1919,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,346,346,The purpose of the research is to develop a workshop which is right for men with prostate cancer and your views will be used to do this.,The purpose of the research is to develop a workshop which is right for men with prostate cancer and your views will be used to do this.,2019-11-26 22:03:59,2019-11-26 22:03:59,6319,6319,6319,6319,3,3,54,54,45,45,32,32,84,84,67,67,-71,-71,12,12,21,21
109,109,150,150,A1FEPJESBGNOU5,A1FEPJESBGNOU5,3,3,359,359,"If, having read this information, you are happy to take part, please complete the questionnaire and return it to the researcher at the workshop, or send it to us at the University of Southampton in the pre-paid envelope provided.","If, having read this information, you are happy to take part, please complete the questionnaire and return it to the researcher at the workshop, or send it to us at the University of Southampton in the pre-paid envelope provided.",2019-11-26 22:05:43,2019-11-26 22:05:43,6319,6319,6319,6319,28,28,57,57,73,73,-1,-1,-11,-11,-81,-81,63,63,43,43,31,31
110,110,252,252,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,222,222,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,2019-11-26 22:10:53,2019-11-26 22:10:53,6219,6219,6219,6219,37,37,55,55,23,23,14,14,68,68,9,9,72,72,81,81,46,46
111,111,699,699,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-26 22:14:42,2019-11-26 22:14:42,6219,6219,6219,6219,-1,-1,66,66,17,17,73,73,82,82,55,55,28,28,41,41,34,34
112,112,1563,1563,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,232,232,"After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.","After you have read the information sheet and have had your questions answered, you will be asked whether you are happy to take part in the study.",2019-11-26 22:17:36,2019-11-26 22:17:36,6219,6219,6219,6219,32,32,53,53,64,64,47,47,11,11,28,28,85,85,9,9,76,76
113,113,546,546,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,234,234,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,You can complete the questionnaire during your hospital visit and hand it to the nurse or researcher or you can take it home to complete and return in the pre-paid envelope.,2019-11-26 22:20:29,2019-11-26 22:20:29,6219,6219,6219,6219,6,6,64,64,29,29,11,11,48,48,32,32,57,57,73,73,85,85
114,114,254,254,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,263,263,"As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.","As a publicly funded organisation, we have to ensure that it is in the public interest when we use personally identifiable information from people who have agreed to take part in research.",2019-11-26 22:23:56,2019-11-26 22:23:56,6219,6219,6219,6219,11,11,22,22,45,45,73,73,-31,-31,7,7,84,84,68,68,59,59
115,115,1606,1606,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,264,264,"This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.","This means that when you agree to take part in a research study, we will use your data in the ways needed to conduct and analyse the research study.",2019-11-26 22:26:41,2019-11-26 22:26:41,6219,6219,6219,6219,24,24,12,12,48,48,66,66,55,55,81,81,77,77,-31,-31,3,3
116,116,469,469,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,283,283,"When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.","When you agree to take part in a research study, the information about your health and care may be provided to researchers running other research studies in this organisation and in other organisations.",2019-11-26 22:30:03,2019-11-26 22:30:03,6219,6219,6219,6219,72,72,-61,-61,83,83,6,6,34,34,57,57,21,21,48,48,15,15
117,117,1822,1822,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,2100,2100,"If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.","If you have agreed for us to collect routine NHS data this will be tracked using your NHS and hospital numbers, but your name will be removed.",2019-11-26 22:32:10,2019-11-26 22:32:10,6219,6219,6219,6219,4,4,83,83,25,25,52,52,71,71,-61,-61,48,48,36,36,17,17
118,118,831,831,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,2112,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.","We will inform your GP that you are taking part in this study, and may contact your GP before mailing out the follow up questionnaire in case your details have changed or you have moved.",2019-11-26 22:34:59,2019-11-26 22:34:59,6219,6219,6219,6219,63,63,-31,-31,74,74,-41,-41,82,82,21,21,57,57,16,16,5,5
119,119,1811,1811,A171ARPSKRJB93,A171ARPSKRJB93,3,3,312,312,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,Part of the Care Programme will be a workshop for men with prostate cancer which will help them better manage any prostate cancer related issues they have.,2019-11-27 06:43:57,2019-11-27 06:43:57,6319,6319,6319,6319,46,46,87,87,75,75,54,54,13,13,25,25,63,63,-31,-31,5,5
120,120,1062,1062,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,406,406,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,2019-11-27 07:34:44,2019-11-27 07:34:44,6419,6419,6419,6419,22,22,11,11,44,44,65,65,86,86,57,57,2,2,71,71,33,33
121,121,1080,1080,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,406,406,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,The research nurse or member of your clinical team will go through the information sheet with you and answer any questions you have.,2019-11-27 07:36:08,2019-11-27 07:36:08,6419,6419,6419,6419,82,82,71,71,19,19,67,67,28,28,8,8,35,35,57,57,43,43
122,122,662,662,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,411,411,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,2019-11-27 07:37:09,2019-11-27 07:37:09,6419,6419,6419,6419,54,54,16,16,44,44,3,3,24,24,81,81,32,32,62,62,73,73
123,123,359,359,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,411,411,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,We will be asking participants to complete questionnaires to find out how men’s health and well-being is after diagnosis and treatment.,2019-11-27 07:38:19,2019-11-27 07:38:19,6419,6419,6419,6419,73,73,89,89,22,22,11,11,41,41,1,1,51,51,61,61,32,32
124,124,314,314,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,416,416,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,2019-11-27 07:38:31,2019-11-27 07:38:31,6419,6419,6419,6419,1,1,64,64,73,73,57,57,34,34,12,12,85,85,42,42,25,25
125,125,1381,1381,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,418,418,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,We are interested in how a diagnosis of prostate cancer and its treatment affects a person’s health and well-being.,2019-11-27 07:39:43,2019-11-27 07:39:43,6419,6419,6419,6419,14,14,52,52,86,86,61,61,24,24,73,73,-1,-1,35,35,43,43
126,126,663,663,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,433,433,"We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.","We are also gathering information for the TrueNTH Global Registry project that is routinely collected by the NHS, such as clinical and treatment details both through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.",2019-11-27 07:41:10,2019-11-27 07:41:10,6419,6419,6419,6419,83,83,52,52,22,22,3,3,42,42,-31,-31,-11,-11,71,71,65,65
127,127,278,278,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,4,4,416,416,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,Patients will have had a diagnosis of localised prostate cancer (cancer is confined to the prostate and hasn’t spread anywhere else in the body).,2019-11-27 07:41:39,2019-11-27 07:41:39,6419,6419,6419,6419,11,11,72,72,34,34,64,64,42,42,82,82,1,1,52,52,28,28
128,128,1893,1893,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,450,450,"If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.","If you are finding any aspect of your experience difficult, we can also provide you with details of where you might get more support.",2019-11-27 07:42:21,2019-11-27 07:42:21,6419,6419,6419,6419,13,13,1,1,89,89,62,62,73,73,33,33,43,43,52,52,-21,-21
129,129,418,418,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,455,455,"Processing your information for trials is necessary for the performance of a task carried out in the public interest (General Data Protection Regulation (GDPR) Article 6(1)(e)) and under Article 9(2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes in accordance with Article 89 (1).","Processing your information for trials is necessary for the performance of a task carried out in the public interest (General Data Protection Regulation (GDPR) Article 6(1)(e)) and under Article 9(2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes in accordance with Article 89 (1).",2019-11-27 07:43:36,2019-11-27 07:43:36,6419,6419,6419,6419,-71,-71,13,13,54,54,-1,-1,22,22,81,81,42,42,-61,-61,33,33
130,130,287,287,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,470,470,"The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.","The only people in the University of Southampton who will have access to information that identifies you will be people who need to contact you to send or request questionnaires, process and analyse your data, or audit the data collection process.",2019-11-27 07:45:06,2019-11-27 07:45:06,6419,6419,6419,6419,84,84,52,52,63,63,72,72,43,43,35,35,9,9,11,11,29,29
131,131,414,414,A1FEPJESBGNOU5,A1FEPJESBGNOU5,4,4,472,472, Your hospital will keep identifiable information about you from this study for 10 years after the study has finished., Your hospital will keep identifiable information about you from this study for 10 years after the study has finished.,2019-11-27 07:46:52,2019-11-27 07:46:52,6419,6419,6419,6419,43,43,64,64,-11,-11,32,32,56,56,72,72,22,22,1,1,83,83
132,132,269,269,A2TO7EL78TB0AD,A2TO7EL78TB0AD,2,2,222,222,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,A growing number of people are living for many years after cancer treatment but we don`t yet know all the ways to support them to ensure the best possible recovery.,2019-11-27 09:05:59,2019-11-27 09:05:59,6219,6219,6219,6219,45,45,16,16,81,81,65,65,28,28,4,4,39,39,57,57,77,77
133,133,540,540,A2TO7EL78TB0AD,A2TO7EL78TB0AD,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-27 09:09:28,2019-11-27 09:09:28,6219,6219,6219,6219,47,47,35,35,27,27,65,65,54,54,83,83,71,71,1,1,19,19
134,134,540,540,A2TO7EL78TB0AD,A2TO7EL78TB0AD,2,2,227,227,"Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.","Other studies collect data about people from their medical and hospital records, but we believe it is important to find out about your health and well-being from your perspective through your responses to questionnaires.",2019-11-27 09:10:10,2019-11-27 09:10:10,6219,6219,6219,6219,47,47,35,35,27,27,65,65,54,54,83,83,71,71,1,1,19,19
