idKwdQs,0,idReviser,1,idLeaflet,2,kwdQs1,3,kwdQs2,4,kwdQs3,5,kwdQs4,6,dateT,7,flag,8,idGroup,9
110,110,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,"national health service","national health service","Randomized controlled trial","Randomized controlled trial","general practitioner ","general practitioner ","Payment protection insurance ","Payment protection insurance ","2019-08-21 23:06:15","2019-08-21 23:06:15",123,123,31,31
111,111,l2w2cg,l2w2cg,2,2,nhs,nhs,rct,rct,gp,gp,ppi,ppi,"2019-08-26 13:55:06","2019-08-26 13:55:06",123,123,22,22
112,112,l2w2t,l2w2t,2,2,nhs,nhs,rct,rct,gp,gp,ppi,ppi,"2019-08-26 14:12:04","2019-08-26 14:12:04",123,123,121,121
113,113,l2w3t,l2w3t,2,2,nhs,nhs,rct,rct,gp,gp,ppi,ppi,"2019-08-26 14:16:51","2019-08-26 14:16:51",123,123,121,121
114,114,l3w2c,l3w2c,3,3,nhs,nhs,rct,rct,gp,gp,ppi,ppi,"2019-08-26 14:26:23","2019-08-26 14:26:23",123,123,32,32
115,115,l3w3c,l3w3c,3,3,nhs,nhs,rct,rct,gp,gp,ppi,ppi,"2019-08-26 14:29:20","2019-08-26 14:29:20",123,123,33,33
116,116,l4w2c,l4w2c,4,4,nhs,nhs,rct,rct,gp,gp,ppi,ppi,"2019-08-26 14:43:48","2019-08-26 14:43:48",123,123,43,43
117,117,l4w3c,l4w3c,4,4,nhs,nhs,rct,rct,gp,gp,ppi,ppi,"2019-08-26 14:47:02","2019-08-26 14:47:02",123,123,43,43
118,118,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,"National health service ","National health service ","Randomised Controlled Trial ","Randomised Controlled Trial ","General Practitioner ","General Practitioner ","Personal Protection Insurance ","Personal Protection Insurance ","2019-08-26 15:25:58","2019-08-26 15:25:58",123,123,22,22
119,119,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,4,4,"National health service","National health service","Random controlled trial","Random controlled trial","General Practitioner ","General Practitioner ","Payment protection insurance","Payment protection insurance","2019-08-26 15:27:48","2019-08-26 15:27:48",123,123,43,43
120,120,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,"national health service","national health service","randomised control trial","randomised control trial","general practisioner","general practisioner","payment protection insurance","payment protection insurance","2019-08-26 15:41:21","2019-08-26 15:41:21",123,123,43,43
121,121,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-26 15:50:45","2019-08-26 15:50:45",123,123,43,43
122,122,AUZUHON52J10U,AUZUHON52J10U,4,4,"National Health Service","National Health Service","Randomized controlled trial, ","Randomized controlled trial, ","General Practitioner","General Practitioner","Patient and public involvement ","Patient and public involvement ","2019-08-26 15:53:34","2019-08-26 15:53:34",123,123,43,43
123,123,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-26 15:55:46","2019-08-26 15:55:46",123,123,43,43
124,124,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,"National Health Service","National Health Service","Random Clinical Trial","Random Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 16:00:05","2019-08-26 16:00:05",123,123,43,43
125,125,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-26 16:00:26","2019-08-26 16:00:26",123,123,33,33
126,126,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,"National Health Service","National Health Service","Random Clinical Trial","Random Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 16:04:17","2019-08-26 16:04:17",123,123,43,43
127,127,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-26 16:04:24","2019-08-26 16:04:24",123,123,23,23
128,128,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Personal Protection Insurance","Personal Protection Insurance","2019-08-26 16:26:52","2019-08-26 16:26:52",123,123,23,23
129,129,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,4,4,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 16:27:11","2019-08-26 16:27:11",123,123,43,43
130,130,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,4,4,"National health service ","National health service ","Not sure. ","Not sure. ","General practitioner ","General practitioner ","Personal protection insurance ","Personal protection insurance ","2019-08-26 16:30:49","2019-08-26 16:30:49",123,123,43,43
131,131,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Personal Protection Insurance","Personal Protection Insurance","2019-08-26 16:34:27","2019-08-26 16:34:27",123,123,32,32
132,132,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Personal Protection Insurance","Personal Protection Insurance","2019-08-26 16:40:08","2019-08-26 16:40:08",123,123,33,33
133,133,A22FS22LAPMD8W,A22FS22LAPMD8W,4,4,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Personal Protection Insurance","Personal Protection Insurance","2019-08-26 16:48:05","2019-08-26 16:48:05",123,123,43,43
134,134,ARYZT0RO8N5P1,ARYZT0RO8N5P1,2,2,"National Health Service","National Health Service","Randomly Controlled Trial","Randomly Controlled Trial","General Practitioner ","General Practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 16:49:09","2019-08-26 16:49:09",123,123,22,22
135,135,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,"National Health Service","National Health Service","Randomized Control Trial","Randomized Control Trial","General Practitioner","General Practitioner","Personal Protection Insurance","Personal Protection Insurance","2019-08-26 16:54:45","2019-08-26 16:54:45",123,123,22,22
136,136,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,"National Health Service","National Health Service","Not sure","Not sure","General practitioner","General practitioner","personal protection insurance","personal protection insurance","2019-08-26 16:58:09","2019-08-26 16:58:09",123,123,22,22
137,137,AZJJM4MLJN12F,AZJJM4MLJN12F,4,4,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-08-26 17:01:42","2019-08-26 17:01:42",123,123,43,43
138,138,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,"National Health Service","National Health Service","Not sure","Not sure","General practitioner","General practitioner","personal protection insurance","personal protection insurance","2019-08-26 17:06:54","2019-08-26 17:06:54",123,123,23,23
139,139,A1ZSZ9LDHAYECQ,A1ZSZ9LDHAYECQ,4,4,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 17:28:08","2019-08-26 17:28:08",123,123,43,43
140,140,A2CB5XA034TM3P,A2CB5XA034TM3P,4,4,"national health service","national health service",unknown,unknown,"it is your general practitioner. a doctor you see first in most cases","it is your general practitioner. a doctor you see first in most cases","personal payment insurance. a type of insurance commonly used to protect peoples mortgage payments in the event they are unable to work","personal payment insurance. a type of insurance commonly used to protect peoples mortgage payments in the event they are unable to work","2019-08-26 17:29:51","2019-08-26 17:29:51",123,123,43,43
141,141,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General Practictioner","General Practictioner","Payment protection insurance","Payment protection insurance","2019-08-26 18:29:57","2019-08-26 18:29:57",123,123,43,43
142,142,A2T63C3AQSLSGA,A2T63C3AQSLSGA,4,4,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General Practictioner","General Practictioner","Payment protection insurance","Payment protection insurance","2019-08-26 18:36:04","2019-08-26 18:36:04",123,123,43,43
143,143,A2T63C3AQSLSGA,A2T63C3AQSLSGA,3,3,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General Practictioner","General Practictioner","Payment protection insurance","Payment protection insurance","2019-08-26 18:43:11","2019-08-26 18:43:11",123,123,32,32
144,144,A7Y524016WTCJ,A7Y524016WTCJ,3,3,"National Health Service","National Health Service","Root Canal Treatment","Root Canal Treatment","General Practitioner","General Practitioner","Payment protection insurance","Payment protection insurance","2019-08-26 18:43:29","2019-08-26 18:43:29",123,123,33,33
145,145,ABSLSFY33VM9B,ABSLSFY33VM9B,4,4,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practicioner","General Practicioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 18:47:32","2019-08-26 18:47:32",123,123,43,43
146,146,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General Practictioner","General Practictioner","Payment protection insurance","Payment protection insurance","2019-08-26 18:48:48","2019-08-26 18:48:48",123,123,22,22
147,147,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General Practictioner","General Practictioner","Payment protection insurance","Payment protection insurance","2019-08-26 19:03:50","2019-08-26 19:03:50",123,123,23,23
148,148,A20BMLDKLO38ZE,A20BMLDKLO38ZE,3,3,"National Health Service","National Health Service","Randomized Clinical Trial","Randomized Clinical Trial","General Practitioners","General Practitioners","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-08-26 19:22:29","2019-08-26 19:22:29",123,123,33,33
149,149,A20BMLDKLO38ZE,A20BMLDKLO38ZE,4,4,"National Health Service","National Health Service","Randomized Clinical Trial","Randomized Clinical Trial","General Practitioners","General Practitioners","Proton Pump Inhibitor","Proton Pump Inhibitor","2019-08-26 19:32:40","2019-08-26 19:32:40",123,123,43,43
150,150,A8SEJ35IVN1G0,A8SEJ35IVN1G0,3,3,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General Practitioner","General Practitioner","Proton-pump inhibitors","Proton-pump inhibitors","2019-08-26 19:36:19","2019-08-26 19:36:19",123,123,33,33
151,151,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,"National health service ","National health service ","Randomised controlled trial","Randomised controlled trial","General practitioner","General practitioner","Payment protection insurance ","Payment protection insurance ","2019-08-26 19:53:48","2019-08-26 19:53:48",123,123,33,33
152,152,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,"national health insurance","national health insurance","randomised controlled trial ","randomised controlled trial ","general practitioner  ","general practitioner  ","payment protection insurance","payment protection insurance","2019-08-26 20:23:10","2019-08-26 20:23:10",123,123,32,32
153,153,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,"national health insurance","national health insurance","randomised controlled trial ","randomised controlled trial ","general practitioner  ","general practitioner  ","payment protection insurance","payment protection insurance","2019-08-26 20:31:25","2019-08-26 20:31:25",123,123,22,22
154,154,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,"national health insurance","national health insurance","randomised controlled trial ","randomised controlled trial ","general practitioner  ","general practitioner  ","payment protection insurance","payment protection insurance","2019-08-26 20:46:51","2019-08-26 20:46:51",123,123,23,23
155,155,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,3,3,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 20:50:49","2019-08-26 20:50:49",123,123,33,33
156,156,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,"National Health Service","National Health Service","Root Canal Threatment","Root Canal Threatment","General Practice Doctor","General Practice Doctor","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 21:00:21","2019-08-26 21:00:21",123,123,33,33
157,157,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,"National Health Service","National Health Service","Root Canal Threatment","Root Canal Threatment","General Practice Doctor","General Practice Doctor","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 21:06:33","2019-08-26 21:06:33",123,123,32,32
158,158,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,"National Health Service","National Health Service","Root Canal Threatment","Root Canal Threatment","General Practice Doctor","General Practice Doctor","Payment Protection Insurance","Payment Protection Insurance","2019-08-26 21:19:21","2019-08-26 21:19:21",123,123,23,23
159,159,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,"national health service","national health service","Randomized controlled trial","Randomized controlled trial","general practitioner ","general practitioner ","Payment protection insurance ","Payment protection insurance ","2019-08-26 21:23:35","2019-08-26 21:23:35",123,123,32,32
160,160,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,"National Health service","National Health service","I do not know","I do not know","General practitioner","General practitioner","Payment protection insurance","Payment protection insurance","2019-08-26 22:00:15","2019-08-26 22:00:15",123,123,43,43
161,161,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,"national health service","national health service","i do not know","i do not know","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-08-26 22:09:19","2019-08-26 22:09:19",123,123,32,32
162,162,ATOFK3PAS290J,ATOFK3PAS290J,3,3,"national health service","national health service","root canal treatment","root canal treatment","general practitioner","general practitioner","payment protection insurance ","payment protection insurance ","2019-08-26 22:42:44","2019-08-26 22:42:44",123,123,33,33
163,163,ATOFK3PAS290J,ATOFK3PAS290J,2,2,"national health service","national health service","root canal treatment","root canal treatment","general practitioner","general practitioner","payment protection insurance ","payment protection insurance ","2019-08-26 23:45:20","2019-08-26 23:45:20",123,123,23,23
164,164,A3SITW767PUHIN,A3SITW767PUHIN,3,3,"national health service","national health service","randomised clinical trial","randomised clinical trial","general practitioner","general practitioner","proton pump inhibitor","proton pump inhibitor","2019-08-27 00:41:28","2019-08-27 00:41:28",123,123,32,32
165,165,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-27 02:28:57","2019-08-27 02:28:57",123,123,32,32
166,166,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,"National Health Services","National Health Services","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","Payment protection insurance","Payment protection insurance","2019-08-27 08:13:49","2019-08-27 08:13:49",123,123,22,22
167,167,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,3,3,"national health service","national health service","Randomized controlled trial","Randomized controlled trial","general practitioner ","general practitioner ","Payment Protection Insurance","Payment Protection Insurance","2019-08-27 09:06:45","2019-08-27 09:06:45",123,123,32,32
168,168,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,"National Health Service","National Health Service","No idea","No idea","General practitioner","General practitioner","payment protection insurance","payment protection insurance","2019-08-27 09:08:25","2019-08-27 09:08:25",123,123,23,23
169,169,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,2,2,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","general practitioner itioner ","general practitioner itioner ",A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,"2019-08-27 09:12:13","2019-08-27 09:12:13",123,123,23,23
170,170,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,"National Health Service","National Health Service","No idea","No idea","General practitioner","General practitioner","payment protection insurance","payment protection insurance","2019-08-27 09:14:02","2019-08-27 09:14:02",123,123,22,22
171,171,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-08-27 15:56:30","2019-08-27 15:56:30",123,123,22,22
172,172,l2s2t,l2s2t,2,2,kwdQs.html,kwdQs.html,rct,rct,gp,gp,ppi,ppi,"2019-08-29 16:40:04","2019-08-29 16:40:04",123,123,121,121
173,173,l3s2t,l3s2t,3,3,kwdQs.html,kwdQs.html,rct,rct,gp,gp,ppi,ppi,"2019-08-29 16:43:37","2019-08-29 16:43:37",123,123,132,132
174,174,l4s2t,l4s2t,4,4,kwdQs.html,kwdQs.html,rct,rct,gp,gp,ppi,ppi,"2019-08-29 16:46:01","2019-08-29 16:46:01",123,123,142,142
175,175,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-29 17:05:59","2019-08-29 17:05:59",123,123,123,123
176,176,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-29 17:10:41","2019-08-29 17:10:41",123,123,122,122
177,177,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","Genera Practicioner","Genera Practicioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-29 17:15:13","2019-08-29 17:15:13",123,123,132,132
178,178,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-29 17:17:20","2019-08-29 17:17:20",123,123,132,132
179,179,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,"National health service ","National health service ","Not sure. ","Not sure. ","General practitioner ","General practitioner ","Personal protection insurance ","Personal protection insurance ","2019-08-29 17:21:28","2019-08-29 17:21:28",123,123,122,122
180,180,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,"national health service","national health service","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-08-29 17:22:08","2019-08-29 17:22:08",123,123,122,122
181,181,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,"national health service","national health service",rct,rct,"general practioneer","general practioneer","payment protection insurance","payment protection insurance","2019-08-29 17:23:34","2019-08-29 17:23:34",123,123,123,123
182,182,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,"National Health Service","National Health Service","Randomised control trial.","Randomised control trial.","General Practitioner (the first doctor most patients will see)","General Practitioner (the first doctor most patients will see)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","2019-08-29 17:24:19","2019-08-29 17:24:19",123,123,122,122
183,183,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,"national health service","national health service",rct?,rct?,"General practitioner","General practitioner","payment protection insurance","payment protection insurance","2019-08-29 17:30:29","2019-08-29 17:30:29",123,123,142,142
184,184,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,"National Health Service","National Health Service","Randomised control trial.","Randomised control trial.","General Practitioner (the first doctor most patients will see)","General Practitioner (the first doctor most patients will see)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","2019-08-29 17:32:07","2019-08-29 17:32:07",123,123,123,123
185,185,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-08-29 17:34:54","2019-08-29 17:34:54",123,123,122,122
186,186,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-29 17:38:51","2019-08-29 17:38:51",123,123,142,142
187,187,A7X2K7IW80TBU,A7X2K7IW80TBU,3,3,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-08-29 17:41:50","2019-08-29 17:41:50",123,123,132,132
188,188,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,"National Health Serivce","National Health Serivce","Randomized controlled trial","Randomized controlled trial","general practitioner","general practitioner","Proton pump inhibitors","Proton pump inhibitors","2019-08-29 17:41:54","2019-08-29 17:41:54",123,123,122,122
189,189,A7X2K7IW80TBU,A7X2K7IW80TBU,4,4,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-08-29 17:47:11","2019-08-29 17:47:11",123,123,142,142
190,190,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,"national health service","national health service","randomised control trial","randomised control trial","general practitional","general practitional","paired-pulse inhibition","paired-pulse inhibition","2019-08-29 17:49:54","2019-08-29 17:49:54",123,123,122,122
191,191,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,2,2,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-29 17:49:57","2019-08-29 17:49:57",123,123,122,122
192,192,ABKH6YLFFKCPO,ABKH6YLFFKCPO,3,3,"National Health Service","National Health Service","Randomised Control Trial","Randomised Control Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-29 17:50:12","2019-08-29 17:50:12",123,123,132,132
193,193,A2XNQ9MFS4AZH2,A2XNQ9MFS4AZH2,3,3,"national health service","national health service","royal clinical test","royal clinical test","general practitioner","general practitioner","personal pertection insurance","personal pertection insurance","2019-08-29 17:51:11","2019-08-29 17:51:11",123,123,132,132
194,194,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,"National Health Service","National Health Service","Randomised Clinical Trial?","Randomised Clinical Trial?","General Practitioner (personal doctor) ","General Practitioner (personal doctor) ","patient/personal involvement","patient/personal involvement","2019-08-29 17:52:09","2019-08-29 17:52:09",123,123,123,123
195,195,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,"national health","national health","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-08-29 17:56:17","2019-08-29 17:56:17",123,123,122,122
196,196,A1YMLNSEPCYTON,A1YMLNSEPCYTON,3,3,"National Health Service","National Health Service","Randomised controlled trial","Randomised controlled trial","General Practitioner","General Practitioner","PAtient and Public involvement","PAtient and Public involvement","2019-08-29 17:56:36","2019-08-29 17:56:36",123,123,132,132
197,197,A19W81GYOX6OI8,A19W81GYOX6OI8,4,4,"National Health Service","National Health Service","Randomised control trial.","Randomised control trial.","General Practitioner (the first doctor most patients will see)","General Practitioner (the first doctor most patients will see)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","2019-08-29 18:03:29","2019-08-29 18:03:29",123,123,142,142
198,198,A19W81GYOX6OI8,A19W81GYOX6OI8,3,3,"National Health Service","National Health Service","Randomised control trial.","Randomised control trial.","General Practitioner (the first doctor most patients will see)","General Practitioner (the first doctor most patients will see)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","Private Partner Initiative (i.e. the funding is via a private entity and repaid by the public later)","2019-08-29 18:10:22","2019-08-29 18:10:22",123,123,132,132
199,199,A27P16LFLZGFPR,A27P16LFLZGFPR,4,4,"national health service","national health service","randomised control trial","randomised control trial","general practitional","general practitional","paired-pulse inhibition","paired-pulse inhibition","2019-08-29 18:14:38","2019-08-29 18:14:38",123,123,142,142
200,200,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,"national health","national health","randomized controlled trial","randomized controlled trial","general practitioner","general practitioner","payment protection insurance","payment protection insurance","2019-08-29 18:37:30","2019-08-29 18:37:30",123,123,132,132
201,201,A192R20G9KGSFE,A192R20G9KGSFE,4,4,"National Health Service","National Health Service","Randomized controlled trial","Randomized controlled trial","General Practicaioer ","General Practicaioer ","Payment Protection Insurance","Payment Protection Insurance","2019-08-29 18:38:17","2019-08-29 18:38:17",123,123,142,142
202,202,A3CC1VVTPVJVT7,A3CC1VVTPVJVT7,4,4,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-29 18:57:15","2019-08-29 18:57:15",123,123,142,142
203,203,A3PWX6AP36T5RQ,A3PWX6AP36T5RQ,4,4,"National Health Service","National Health Service","Royal College of Teachers","Royal College of Teachers","General Practice","General Practice","Payment Protection Insurance","Payment Protection Insurance","2019-08-29 19:05:46","2019-08-29 19:05:46",123,123,142,142
204,204,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,"national health service","national health service","randomised control trial","randomised control trial","general practisioner","general practisioner","payment protection insurance","payment protection insurance","2019-08-29 19:27:48","2019-08-29 19:27:48",123,123,142,142
205,205,A2T63C3AQSLSGA,A2T63C3AQSLSGA,2,2,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General Practictioner","General Practictioner","Payment protection insurance","Payment protection insurance","2019-08-29 19:30:54","2019-08-29 19:30:54",123,123,123,123
206,206,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,"national health service","national health service","randomised control trial","randomised control trial","general practisioner","general practisioner","payment protection insurance","payment protection insurance","2019-08-29 19:40:21","2019-08-29 19:40:21",123,123,123,123
207,207,A1KCKKMDKHADNC,A1KCKKMDKHADNC,2,2,"National Health Service","National Health Service","Randomised Controlled Trial","Randomised Controlled Trial","General Practitioner","General Practitioner","Patient and Public Involvement","Patient and Public Involvement","2019-08-29 21:37:09","2019-08-29 21:37:09",123,123,123,123
208,208,A3KS9SFKQR3XVY,A3KS9SFKQR3XVY,2,2,"National Health Service","National Health Service","Randomized Controlled Trial","Randomized Controlled Trial","General Practioner","General Practioner","Personal and Public Involvement","Personal and Public Involvement","2019-08-29 22:29:17","2019-08-29 22:29:17",123,123,123,123
209,209,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,"National Health Service","National Health Service","Root Canal Threatment","Root Canal Threatment","General Practice Doctor","General Practice Doctor","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 07:28:34","2019-08-30 07:28:34",123,123,123,123
210,210,A13T8GV5PDF82B,A13T8GV5PDF82B,4,4,"National Health Service","National Health Service","Randomised control trial","Randomised control trial","General practitioner","General practitioner","Payment protection insurance","Payment protection insurance","2019-08-30 11:35:11","2019-08-30 11:35:11",123,123,143,143
211,211,A2KMK30K2TDDNH,A2KMK30K2TDDNH,3,3,"National Health Service","National Health Service","Randomised Clinical Trial","Randomised Clinical Trial","General Practitioner","General Practitioner","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 11:38:01","2019-08-30 11:38:01",123,123,133,133
212,212,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,"National Health Service","National Health Service","Root Canal Threatment","Root Canal Threatment","General Practice Doctor","General Practice Doctor","Payment Protection Insurance","Payment Protection Insurance","2019-08-30 11:39:48","2019-08-30 11:39:48",123,123,133,133
