idRevision,0,RID,1,idReviser,2,idLeaflet,3,idSentence,4,crwRevision,5,dateT,6,g,7,flag,8
317,317,449,449,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,3,3,324,324,"The questionnaire can be finished at the end, or at home and sent to us in an envelope we provide for free.","The questionnaire can be finished at the end, or at home and sent to us in an envelope we provide for free.","2019-08-26 20:16:44","2019-08-26 20:16:44",33,33,123,123
318,318,450,450,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,3,3,341,341,"The information collected as part of this study will not identify you personally.","The information collected as part of this study will not identify you personally.","2019-08-26 20:17:12","2019-08-26 20:17:12",33,33,123,123
319,319,451,451,A1J8LLKK5NMVOL,A1J8LLKK5NMVOL,3,3,343,343,"Your personal details will be held in secure storage and can only be used by our staff.","Your personal details will be held in secure storage and can only be used by our staff.","2019-08-26 20:17:51","2019-08-26 20:17:51",33,33,123,123
320,320,452,452,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,312,312,"men with prostate cancer will have help in a workshop relating to managing their prostate cancer issues.","men with prostate cancer will have help in a workshop relating to managing their prostate cancer issues.","2019-08-26 20:20:19","2019-08-26 20:20:19",32,32,123,123
321,321,453,453,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,319,319,"you do not have to take part in this study and if you choose not to your medical care will not be effected.","you do not have to take part in this study and if you choose not to your medical care will not be effected.","2019-08-26 20:21:09","2019-08-26 20:21:09",32,32,123,123
322,322,454,454,ARHDGH8G2GKCY,ARHDGH8G2GKCY,3,3,333,333,"its unlikely you will see results in this study but it will help men with prostate cancer.","its unlikely you will see results in this study but it will help men with prostate cancer.","2019-08-26 20:21:43","2019-08-26 20:21:43",32,32,123,123
323,323,455,455,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,232,232,"once you have read the information sheet and have had your questions answered, you will then be asked if you want to take part in the study.","once you have read the information sheet and have had your questions answered, you will then be asked if you want to take part in the study.","2019-08-26 20:28:45","2019-08-26 20:28:45",22,22,123,123
324,324,456,456,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,2112,2112,"once we have information your GP about the study, we may contact your GP to check you details are still correct before we mail out your follow up questionnaire.","once we have information your GP about the study, we may contact your GP to check you details are still correct before we mail out your follow up questionnaire.","2019-08-26 20:30:00","2019-08-26 20:30:00",22,22,123,123
325,325,457,457,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,227,227,"many studies collect data through your medical record but we believe its better to ask you via a questionnaire to get a better perspective of your well being.","many studies collect data through your medical record but we believe its better to ask you via a questionnaire to get a better perspective of your well being.","2019-08-26 20:31:17","2019-08-26 20:31:17",22,22,123,123
326,326,458,458,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,2100,2100,"routine NHS data, NHS and hospital data will be tracked but your name will be removed.","routine NHS data, NHS and hospital data will be tracked but your name will be removed.","2019-08-26 20:45:09","2019-08-26 20:45:09",23,23,123,123
327,327,459,459,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,234,234,"the questionnaire can be completed in your visit or you may to this home and return in pre paid envelope.","the questionnaire can be completed in your visit or you may to this home and return in pre paid envelope.","2019-08-26 20:45:51","2019-08-26 20:45:51",23,23,123,123
328,328,460,460,ARHDGH8G2GKCY,ARHDGH8G2GKCY,2,2,283,283,"be aware that the information you provide us may be used in other researches in this organisation or in others.","be aware that the information you provide us may be used in other researches in this organisation or in others.","2019-08-26 20:46:44","2019-08-26 20:46:44",23,23,123,123
329,329,461,461,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,324,324,"The questionnaire can be completed at the end of the workshop session, or at home and returned to us using the freepost envelope provided.","The questionnaire can be completed at the end of the workshop session, or at home and returned to us using the freepost envelope provided.","2019-08-26 20:56:19","2019-08-26 20:56:19",33,33,123,123
330,330,462,462,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,341,341,"You won't be identified neither by the information provided nor by the results published.","You won't be identified neither by the information provided nor by the results published.","2019-08-26 20:58:01","2019-08-26 20:58:01",33,33,123,123
331,331,463,463,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,343,343,"All your personal details will be stored safely in locked cabinets or on password protected computers accessible only by the research team of the University of Southampton.","All your personal details will be stored safely in locked cabinets or on password protected computers accessible only by the research team of the University of Southampton.","2019-08-26 20:59:14","2019-08-26 20:59:14",33,33,123,123
332,332,464,464,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,312,312,"Part of the Care Programme will be a session for men with prostate cancer which will help to manage the symptoms.","Part of the Care Programme will be a session for men with prostate cancer which will help to manage the symptoms.","2019-08-26 21:04:46","2019-08-26 21:04:46",32,32,123,123
333,333,465,465,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,319,319,"Your medical care is not linked to your participation to this study.","Your medical care is not linked to your participation to this study.","2019-08-26 21:05:28","2019-08-26 21:05:28",32,32,123,123
334,334,466,466,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,3,3,333,333,"While it's unlikely that you will have a direct benefit from this study, it will help us to improve the services for other patients like you in the future.","While it's unlikely that you will have a direct benefit from this study, it will help us to improve the services for other patients like you in the future.","2019-08-26 21:06:22","2019-08-26 21:06:22",32,32,123,123
335,335,467,467,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,2100,2100,"If you have agreed to take part in this study, please note that your name will be removed from the data set and we'll use only your NHS and hospital numbers.","If you have agreed to take part in this study, please note that your name will be removed from the data set and we'll use only your NHS and hospital numbers.","2019-08-26 21:16:50","2019-08-26 21:16:50",23,23,123,123
336,336,468,468,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,234,234,"You can complete the questionnaire during your hospital visit and return it to the nurse/researcher; alternatively, you can complete it at home and return it using the prepaid envelope.","You can complete the questionnaire during your hospital visit and return it to the nurse/researcher; alternatively, you can complete it at home and return it using the prepaid envelope.","2019-08-26 21:18:14","2019-08-26 21:18:14",23,23,123,123
337,337,469,469,A3L6JNFBB7DQBO,A3L6JNFBB7DQBO,2,2,283,283,"If you have agreed to take part in a research study, we may share information about your health and case with other researchers, in this or other organizations.","If you have agreed to take part in a research study, we may share information about your health and case with other researchers, in this or other organizations.","2019-08-26 21:19:13","2019-08-26 21:19:13",23,23,123,123
338,338,470,470,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,312,312,"part of the care programme will help men with prostrate cancer manage any prostrate cancer related issues they have","part of the care programme will help men with prostrate cancer manage any prostrate cancer related issues they have","2019-08-26 21:19:59","2019-08-26 21:19:59",32,32,123,123
339,339,471,471,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,319,319,"your medical care will in this not be affected if you decide not to take part in this research ","your medical care will in this not be affected if you decide not to take part in this research ","2019-08-26 21:21:31","2019-08-26 21:21:31",32,32,123,123
340,340,472,472,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,333,333,"you might not benefit directly from taking part in this research but the results from the stud will help us develop and improve services for men with prostrate cancer ","you might not benefit directly from taking part in this research but the results from the stud will help us develop and improve services for men with prostrate cancer ","2019-08-26 21:23:21","2019-08-26 21:23:21",32,32,123,123
341,341,473,473,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,418,418,"We are interested in the diagnosis of prostrate cancer and how its treatment affects personal health and well-being. ","We are interested in the diagnosis of prostrate cancer and how its treatment affects personal health and well-being. ","2019-08-26 21:50:26","2019-08-26 21:50:26",42,42,123,123
342,342,474,474,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,472,472,"Your identifiable information is retained for 10 years post study completion. ","Your identifiable information is retained for 10 years post study completion. ","2019-08-26 21:51:47","2019-08-26 21:51:47",42,42,123,123
343,343,475,475,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,4,4,455,455,"In respect of a task carried out (for scientific or historical research)- it is necessary to process your trial information for archiving purposes in the public interest. This is in accordance to the following legislation; (General Data Protection Regulation (GDPR) Article 6(1)e), Article 9(2)(j) and Article 89(1).","In respect of a task carried out (for scientific or historical research)- it is necessary to process your trial information for archiving purposes in the public interest. This is in accordance to the following legislation; (General Data Protection Regulation (GDPR) Article 6(1)e), Article 9(2)(j) and Article 89(1).","2019-08-26 21:58:36","2019-08-26 21:58:36",42,42,123,123
344,344,476,476,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,312,312,"Part of the prostate cancer Care Programme is a workshop on managing prostate cancer related issues (male only).","Part of the prostate cancer Care Programme is a workshop on managing prostate cancer related issues (male only).","2019-08-26 22:05:44","2019-08-26 22:05:44",32,32,123,123
345,345,477,477,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,319,319,"The research is voluntary and if you choose not to take part it does not affect you medical care.","The research is voluntary and if you choose not to take part it does not affect you medical care.","2019-08-26 22:06:42","2019-08-26 22:06:42",32,32,123,123
346,346,478,478,A1YA8AX0KPGMNI,A1YA8AX0KPGMNI,3,3,333,333,"The results from the prostate cancer study will not benefit you necessarily, however it will aide in the development and improvement of the male only services.","The results from the prostate cancer study will not benefit you necessarily, however it will aide in the development and improvement of the male only services.","2019-08-26 22:08:36","2019-08-26 22:08:36",32,32,123,123
347,347,479,479,ATOFK3PAS290J,ATOFK3PAS290J,3,3,324,324,"Return the provided freepost envelope containing the completed questionnaire ","Return the provided freepost envelope containing the completed questionnaire ","2019-08-26 22:30:25","2019-08-26 22:30:25",33,33,123,123
348,348,480,480,ATOFK3PAS290J,ATOFK3PAS290J,3,3,341,341,"You can't be identified personally by any results or information collected about you.","You can't be identified personally by any results or information collected about you.","2019-08-26 22:34:48","2019-08-26 22:34:48",33,33,123,123
349,349,481,481,ATOFK3PAS290J,ATOFK3PAS290J,3,3,343,343,"Locked filling cabinets on password protected computers that are only accessible by University of Southampton research team members, will store all personal details. ","Locked filling cabinets on password protected computers that are only accessible by University of Southampton research team members, will store all personal details. ","2019-08-26 22:41:04","2019-08-26 22:41:04",33,33,123,123
350,350,482,482,ATOFK3PAS290J,ATOFK3PAS290J,2,2,2100,2100,"Only your NHS and hospital numbers will be used to track the routine NHS data that we collect, upon your agreement. ","Only your NHS and hospital numbers will be used to track the routine NHS data that we collect, upon your agreement. ","2019-08-26 23:38:48","2019-08-26 23:38:48",23,23,123,123
351,351,483,483,ATOFK3PAS290J,ATOFK3PAS290J,2,2,234,234,"The questionnaire can be completed at the hospital or your home and be returned in the prepaid envelope to the nurse or researcher.","The questionnaire can be completed at the hospital or your home and be returned in the prepaid envelope to the nurse or researcher.","2019-08-26 23:40:58","2019-08-26 23:40:58",23,23,123,123
352,352,484,484,ATOFK3PAS290J,ATOFK3PAS290J,2,2,283,283,"Your health and care information may be provided to researchers of any organisation, upon your agreement to participate in a study.","Your health and care information may be provided to researchers of any organisation, upon your agreement to participate in a study.","2019-08-26 23:45:08","2019-08-26 23:45:08",23,23,123,123
353,353,485,485,A3SITW767PUHIN,A3SITW767PUHIN,3,3,312,312,"A workshop for patients with prostate will be part of the care programme & will help them manage their prostate cancer issues.","A workshop for patients with prostate will be part of the care programme & will help them manage their prostate cancer issues.","2019-08-27 00:39:21","2019-08-27 00:39:21",32,32,123,123
354,354,486,486,A3SITW767PUHIN,A3SITW767PUHIN,3,3,319,319,"Note that your participation is voluntary & your care will not be affected if you don't take part.","Note that your participation is voluntary & your care will not be affected if you don't take part.","2019-08-27 00:39:49","2019-08-27 00:39:49",32,32,123,123
355,355,487,487,A3SITW767PUHIN,A3SITW767PUHIN,3,3,333,333,"You are unlikely to benefit from this research, but future care will be improved by this research. ","You are unlikely to benefit from this research, but future care will be improved by this research. ","2019-08-27 00:40:20","2019-08-27 00:40:20",32,32,123,123
356,356,488,488,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,312,312,"The car programme is a workshop for men with prostate cancer and will help them manage issues they have. ","The car programme is a workshop for men with prostate cancer and will help them manage issues they have. ","2019-08-27 02:27:39","2019-08-27 02:27:39",32,32,123,123
357,357,489,489,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,319,319,"Taking part in this research is voluntary and your medical care will not be affected if you do not take part. ","Taking part in this research is voluntary and your medical care will not be affected if you do not take part. ","2019-08-27 02:28:10","2019-08-27 02:28:10",32,32,123,123
358,358,490,490,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,333,333,"It's unlikely you will benefit from taking part in the research but the results will help to develop and improve services for men with prostate cancer. ","It's unlikely you will benefit from taking part in the research but the results will help to develop and improve services for men with prostate cancer. ","2019-08-27 02:28:47","2019-08-27 02:28:47",32,32,123,123
359,359,491,491,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,232,232,"After reading the information sheet and have answered all the questions , you would be asked if you are interested in taking part in the study ","After reading the information sheet and have answered all the questions , you would be asked if you are interested in taking part in the study ","2019-08-27 08:01:22","2019-08-27 08:01:22",22,22,123,123
360,360,492,492,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,2112,2112,"we will inform your GP that you are participating in the study and contact your GP before sending you the follow up questionnaire just in case you have moved or changed your detais ","we will inform your GP that you are participating in the study and contact your GP before sending you the follow up questionnaire just in case you have moved or changed your detais ","2019-08-27 08:04:31","2019-08-27 08:04:31",22,22,123,123
361,361,493,493,"A26EN6J1ENYOC ","A26EN6J1ENYOC ",2,2,227,227,"a lot of studies collect data about people from their medical and hospital records. but we believe it is vital we know about your health and well being directly from you through your responses to our questionnaires ","a lot of studies collect data about people from their medical and hospital records. but we believe it is vital we know about your health and well being directly from you through your responses to our questionnaires ","2019-08-27 08:07:52","2019-08-27 08:07:52",22,22,123,123
362,362,497,497,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,2100,2100,"If you have agreed to data collection, your data will be anonymised.","If you have agreed to data collection, your data will be anonymised.","2019-08-27 09:05:47","2019-08-27 09:05:47",23,23,123,123
363,363,498,498,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,234,234,"You can complete the questionnaire in person, or at home via post.","You can complete the questionnaire in person, or at home via post.","2019-08-27 09:06:30","2019-08-27 09:06:30",23,23,123,123
364,364,499,499,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,283,283,"When you agree to participate, information about your health and care may be shared with researchers from this and other organisations.","When you agree to participate, information about your health and care may be shared with researchers from this and other organisations.","2019-08-27 09:07:38","2019-08-27 09:07:38",23,23,123,123
365,365,503,503,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,232,232,"Once you have seen the information seen & asked any questions you may have, you will be asked to confirm that you agree to join the study.","Once you have seen the information seen & asked any questions you may have, you will be asked to confirm that you agree to join the study.","2019-08-27 09:12:12","2019-08-27 09:12:12",22,22,123,123
366,366,504,504,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,2112,2112,"Your GP will be notified that you are part of the study, and will be contacted regarding your follow up questionnaire.","Your GP will be notified that you are part of the study, and will be contacted regarding your follow up questionnaire.","2019-08-27 09:13:13","2019-08-27 09:13:13",22,22,123,123
367,367,505,505,A12NI0OXCYVISP,A12NI0OXCYVISP,2,2,227,227,"We prefer to take a more personal approach, and find out about you from your own words, rather than your medical records.","We prefer to take a more personal approach, and find out about you from your own words, rather than your medical records.","2019-08-27 09:13:53","2019-08-27 09:13:53",22,22,123,123
368,368,506,506,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,"Once you've read the factsheet and your questions have been answered, we will ask if you are happy to take part.","Once you've read the factsheet and your questions have been answered, we will ask if you are happy to take part.","2019-08-27 15:53:41","2019-08-27 15:53:41",22,22,123,123
369,369,507,507,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,"We will let your doctor know that you are taking part in this study, and we may contact them before you get the follow up questionaire, just to make sure your details haven't changed.","We will let your doctor know that you are taking part in this study, and we may contact them before you get the follow up questionaire, just to make sure your details haven't changed.","2019-08-27 15:54:27","2019-08-27 15:54:27",22,22,123,123
370,370,508,508,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,"Some studies only use medical and hospital records, but we feel that asking you questions about your health and well-being is also important information.","Some studies only use medical and hospital records, but we feel that asking you questions about your health and well-being is also important information.","2019-08-27 15:55:13","2019-08-27 15:55:13",22,22,123,123
371,371,518,518,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,"The data you agreed to let us use will never contain your name.","The data you agreed to let us use will never contain your name.","2019-08-29 17:04:23","2019-08-29 17:04:23",123,123,123,123
372,372,519,519,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,"You can fill in the form here or do it later at home and send it back in the envelope provided.","You can fill in the form here or do it later at home and send it back in the envelope provided.","2019-08-29 17:05:09","2019-08-29 17:05:09",123,123,123,123
373,373,520,520,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,"The information we learn about you may be shared with other researchers.","The information we learn about you may be shared with other researchers.","2019-08-29 17:05:47","2019-08-29 17:05:47",123,123,123,123
374,374,521,521,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,232,232,"When you are aware of all of the details we will ask you if you still want to be part of the research.","When you are aware of all of the details we will ask you if you still want to be part of the research.","2019-08-29 17:09:27","2019-08-29 17:09:27",122,122,123,123
375,375,522,522,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2112,2112,"Before we send the second form we will check that your details have not changed.","Before we send the second form we will check that your details have not changed.","2019-08-29 17:09:52","2019-08-29 17:09:52",122,122,123,123
376,376,523,523,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,227,227,"We ant this study to be personal so what you tell us is very important.","We ant this study to be personal so what you tell us is very important.","2019-08-29 17:10:29","2019-08-29 17:10:29",122,122,123,123
377,377,524,524,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,312,312,"There will be a workshop to help with cancer related issues.","There will be a workshop to help with cancer related issues.","2019-08-29 17:14:06","2019-08-29 17:14:06",132,132,123,123
378,378,525,525,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,312,312,"The Care Programme will be a workshop for men with prostate cancer, which will help them better manage any related issues they have.","The Care Programme will be a workshop for men with prostate cancer, which will help them better manage any related issues they have.","2019-08-29 17:14:25","2019-08-29 17:14:25",132,132,123,123
379,379,526,526,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,319,319,"If you do not take part there are no penalties.","If you do not take part there are no penalties.","2019-08-29 17:14:26","2019-08-29 17:14:26",132,132,123,123
380,380,527,527,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,333,333,"The help you give will grealt help other sufferers in the future.","The help you give will grealt help other sufferers in the future.","2019-08-29 17:15:03","2019-08-29 17:15:03",132,132,123,123
381,381,528,528,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,319,319,"No, this research is voluntary and your medical care will not be affected if you don't participate.","No, this research is voluntary and your medical care will not be affected if you don't participate.","2019-08-29 17:15:18","2019-08-29 17:15:18",132,132,123,123
382,382,529,529,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,232,232,"After reading the information sheet and have had your questions answered you will be asked to confirm you will be taking part in the study. ","After reading the information sheet and have had your questions answered you will be asked to confirm you will be taking part in the study. ","2019-08-29 17:15:43","2019-08-29 17:15:43",122,122,123,123
383,383,530,530,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,232,232,"Once you've read the information sheet and received answers to your questions, you'll be asked to confirm you're happy to participate in the study.","Once you've read the information sheet and received answers to your questions, you'll be asked to confirm you're happy to participate in the study.","2019-08-29 17:16:44","2019-08-29 17:16:44",122,122,123,123
384,384,531,531,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,3,3,333,333,"It's unlikely that you benefit from taking part, but the results from the study will help us develop and improve services for men with prostate cancer.","It's unlikely that you benefit from taking part, but the results from the study will help us develop and improve services for men with prostate cancer.","2019-08-29 17:16:59","2019-08-29 17:16:59",132,132,123,123
385,385,532,532,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,2100,2100,"If you agree for us to collect NHS data this will be tracked using your NHS and hospital numbers, but your name is removed.","If you agree for us to collect NHS data this will be tracked using your NHS and hospital numbers, but your name is removed.","2019-08-29 17:17:20","2019-08-29 17:17:20",123,123,123,123
386,386,533,533,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2112,2112,"You're GP will be informed you are participating in the study and may be contacted before mailing out the follow up questionnaire to check your details.","You're GP will be informed you are participating in the study and may be contacted before mailing out the follow up questionnaire to check your details.","2019-08-29 17:17:43","2019-08-29 17:17:43",122,122,123,123
387,387,534,534,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,2112,2112,"We will inform and may contact your GP about your participation in this study in case your details have changed or you have moved before mailing out the follow up questionnaire. ","We will inform and may contact your GP about your participation in this study in case your details have changed or you have moved before mailing out the follow up questionnaire. ","2019-08-29 17:18:56","2019-08-29 17:18:56",122,122,123,123
388,388,535,535,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,234,234,"Complete the questionnaire during your hospital visit and hand in to the nurse or researcher. Otherwise, take it home to complete and return in the pre-paid envelope.","Complete the questionnaire during your hospital visit and hand in to the nurse or researcher. Otherwise, take it home to complete and return in the pre-paid envelope.","2019-08-29 17:19:26","2019-08-29 17:19:26",123,123,123,123
389,389,536,536,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,232,232,"After reading the information sheet, please confirm that you are happy to proceed with the study.","After reading the information sheet, please confirm that you are happy to proceed with the study.","2019-08-29 17:19:33","2019-08-29 17:19:33",122,122,123,123
390,390,537,537,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,2112,2112,"Your GP will be told you're taking part in the study, and may ask your GP whether your details have changed before mailing out a follow up questionnaire. ","Your GP will be told you're taking part in the study, and may ask your GP whether your details have changed before mailing out a follow up questionnaire. ","2019-08-29 17:20:42","2019-08-29 17:20:42",122,122,123,123
391,391,538,538,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,2,2,227,227,"We believe it is important to find out about your well-being and health from your perspective, in the form of questionnaires, instead of collecting data from medical records like other studies. ","We believe it is important to find out about your well-being and health from your perspective, in the form of questionnaires, instead of collecting data from medical records like other studies. ","2019-08-29 17:21:06","2019-08-29 17:21:06",122,122,123,123
392,392,539,539,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,227,227,"Other studies collect your data from your medial and hospital records, but we believe your perspective on your health and well-being is important and will be collected through your responses to questionnaires.","Other studies collect your data from your medial and hospital records, but we believe your perspective on your health and well-being is important and will be collected through your responses to questionnaires.","2019-08-29 17:21:13","2019-08-29 17:21:13",122,122,123,123
393,393,540,540,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,227,227,"Hospital and medical records are often used to evaluate people, but we believe your perspective is more important, as given through your responses to the questionnaire.","Hospital and medical records are often used to evaluate people, but we believe your perspective is more important, as given through your responses to the questionnaire.","2019-08-29 17:21:50","2019-08-29 17:21:50",122,122,123,123
394,394,541,541,A2TZH3L7RO6RFS,A2TZH3L7RO6RFS,2,2,283,283,"When you agree to participate in a research study, information about your health and care may be shared with current researchers within the organisation and external organisations","When you agree to participate in a research study, information about your health and care may be shared with current researchers within the organisation and external organisations","2019-08-29 17:22:17","2019-08-29 17:22:17",123,123,123,123
395,395,542,542,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,418,418,"We are interested in how the diagnosis of prostate cancer and its treatment affects a person's health.","We are interested in how the diagnosis of prostate cancer and its treatment affects a person's health.","2019-08-29 17:27:52","2019-08-29 17:27:52",142,142,123,123
396,396,543,543,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,472,472,"Your hospital will keep identifiable information about you for 10 years after the trial has ended.","Your hospital will keep identifiable information about you for 10 years after the trial has ended.","2019-08-29 17:28:44","2019-08-29 17:28:44",142,142,123,123
397,397,544,544,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,2100,2100,"Your data will be cataloged only using your NHS and hospital numbers, without your name included. ","Your data will be cataloged only using your NHS and hospital numbers, without your name included. ","2019-08-29 17:29:46","2019-08-29 17:29:46",123,123,123,123
398,398,545,545,AYANXOKRFW1ZD,AYANXOKRFW1ZD,4,4,455,455,"Processing your information for trials is necessary for the performance of a task carried out in the public interest.","Processing your information for trials is necessary for the performance of a task carried out in the public interest.","2019-08-29 17:29:47","2019-08-29 17:29:47",142,142,123,123
399,399,546,546,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,234,234,"The questionnaire can be completed at the hospital, or you can finish it at home and mail it in using the pre-paid envelope. ","The questionnaire can be completed at the hospital, or you can finish it at home and mail it in using the pre-paid envelope. ","2019-08-29 17:30:40","2019-08-29 17:30:40",123,123,123,123
400,400,547,547,A19W81GYOX6OI8,A19W81GYOX6OI8,2,2,283,283,"In agreeing to this study, you accept that the information about your health and care may be provided to other researchers and organisations to perform further research. ","In agreeing to this study, you accept that the information about your health and care may be provided to other researchers and organisations to perform further research. ","2019-08-29 17:31:55","2019-08-29 17:31:55",123,123,123,123
401,401,548,548,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,232,232,"Once you have read the factsheet and your questions have been answered, we will ask you whether you are happy to continue with the study.","Once you have read the factsheet and your questions have been answered, we will ask you whether you are happy to continue with the study.","2019-08-29 17:32:17","2019-08-29 17:32:17",122,122,123,123
402,402,549,549,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2112,2112,"We will let your GP know that you are part of this study, and we may get in touch with them to make sure that your details are still the same before we send out the follow-up questionnaire.","We will let your GP know that you are part of this study, and we may get in touch with them to make sure that your details are still the same before we send out the follow-up questionnaire.","2019-08-29 17:33:22","2019-08-29 17:33:22",122,122,123,123
403,403,550,550,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,418,418,"We're studying how a diagnosis of prostate cancer and it's treatments affect a persons health and well-being.","We're studying how a diagnosis of prostate cancer and it's treatments affect a persons health and well-being.","2019-08-29 17:33:44","2019-08-29 17:33:44",142,142,123,123
404,404,551,551,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,227,227,"Studies tend to collect information about people using medical and hospital records, but we feel that health and well-being can also be measured by asking patients what they think using questionnaires.","Studies tend to collect information about people using medical and hospital records, but we feel that health and well-being can also be measured by asking patients what they think using questionnaires.","2019-08-29 17:34:39","2019-08-29 17:34:39",122,122,123,123
405,405,552,552,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,472,472,"Your hospital will keep identifiable information from this study for 10 years after it finishes.","Your hospital will keep identifiable information from this study for 10 years after it finishes.","2019-08-29 17:34:43","2019-08-29 17:34:43",142,142,123,123
406,406,553,553,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,232,232,"After you have read the information sheet, You will be asked if you have any questions and if you are happy to tkae part in the study.","After you have read the information sheet, You will be asked if you have any questions and if you are happy to tkae part in the study.","2019-08-29 17:35:27","2019-08-29 17:35:27",122,122,123,123
407,407,554,554,A1RCBWN98I5B90,A1RCBWN98I5B90,2,2,2112,2112,"We will inform your GP that you are taking part in this study and my contact your GP for more information before sending a follow up questionare","We will inform your GP that you are taking part in this study and my contact your GP for more information before sending a follow up questionare","2019-08-29 17:37:54","2019-08-29 17:37:54",122,122,123,123
408,408,555,555,AEQ0FXD00UB2Z,AEQ0FXD00UB2Z,4,4,455,455,"Processing your information is necessary for the performance of a task carried out in the public interest (General Data Protection Act (GDPA) Article 6(1)(e)) and 9(2)(j), necessary for archiving purposes in public interest, scientific or historical research in accordance to Article 89(1).","Processing your information is necessary for the performance of a task carried out in the public interest (General Data Protection Act (GDPA) Article 6(1)(e)) and 9(2)(j), necessary for archiving purposes in public interest, scientific or historical research in accordance to Article 89(1).","2019-08-29 17:38:30","2019-08-29 17:38:30",142,142,123,123
