idCrwRevision,0,idReviser,1,idLeaflet,2,idSentence,3,crwRevision,4,dateT,5,flag,6,idGroup,7
279,279,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,11,11,"That is, when you have agreed to take part, we will use your data in the ways needed to complete the study.","That is, when you have agreed to take part, we will use your data in the ways needed to complete the study.","2019-08-21 18:21:34","2019-08-21 18:21:34",123,123,21,21
280,280,A3IGX9S92GTNMI,A3IGX9S92GTNMI,4,4,27,27,"The only people in the University of Southhampton who can access your information are people who will need to contact you, process and analyse your data.","The only people in the University of Southhampton who can access your information are people who will need to contact you, process and analyse your data.","2019-08-21 18:23:02","2019-08-21 18:23:02",123,123,41,41
281,281,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,7,7,"Increasing numbers are living many years after cancer treatment but we don't yet know every way to support them toward the best possible recovery. ","Increasing numbers are living many years after cancer treatment but we don't yet know every way to support them toward the best possible recovery. ","2019-08-21 18:25:10","2019-08-21 18:25:10",123,123,21,21
282,282,A7Y524016WTCJ,A7Y524016WTCJ,4,4,36,36,"If any part of this task is found to be difficult, then we would be able provide help and advice links.  ","If any part of this task is found to be difficult, then we would be able provide help and advice links.  ","2019-08-21 18:30:05","2019-08-21 18:30:05",123,123,41,41
283,283,A25RJ54AHZGDOO,A25RJ54AHZGDOO,2,2,2,2,"As a publicly funded organisation, we must ensure it is in the public interest to use personally identifiable information that we have received from consenting participants.","As a publicly funded organisation, we must ensure it is in the public interest to use personally identifiable information that we have received from consenting participants.","2019-08-21 18:30:12","2019-08-21 18:30:12",123,123,21,21
284,284,A7Y524016WTCJ,A7Y524016WTCJ,4,4,32,32,"If a cancer is found to be only in the prostate, or primary site, and has not become metastatic, then  it is diagnosed as localised. ","If a cancer is found to be only in the prostate, or primary site, and has not become metastatic, then  it is diagnosed as localised. ","2019-08-21 18:31:25","2019-08-21 18:31:25",123,123,41,41
285,285,A24MHO7W38BYP8,A24MHO7W38BYP8,4,4,36,36,"We can tell you where to get more help if you find any parts of your experience difficult. ","We can tell you where to get more help if you find any parts of your experience difficult. ","2019-08-21 18:32:13","2019-08-21 18:32:13",123,123,41,41
286,286,A24MHO7W38BYP8,A24MHO7W38BYP8,4,4,32,32,"Patients will have been diagnosed with cancer that is found only in the prostate and hasn't spread. ","Patients will have been diagnosed with cancer that is found only in the prostate and hasn't spread. ","2019-08-21 18:33:37","2019-08-21 18:33:37",123,123,41,41
287,287,A24MHO7W38BYP8,A24MHO7W38BYP8,4,4,27,27,"The only people in the University of Southampton that can see your personal information are those that need to contact you or work with your data. ","The only people in the University of Southampton that can see your personal information are those that need to contact you or work with your data. ","2019-08-21 18:34:56","2019-08-21 18:34:56",123,123,41,41
288,288,A7Y524016WTCJ,A7Y524016WTCJ,4,4,27,27,"This study will require some contact only with researchers at the University of Southampton. In order to send and request questionnaires, process and examine data or scrutinise the research process and methodology these individuals will be able to see information that is personal to you.  ","This study will require some contact only with researchers at the University of Southampton. In order to send and request questionnaires, process and examine data or scrutinise the research process and methodology these individuals will be able to see information that is personal to you.  ","2019-08-21 18:38:19","2019-08-21 18:38:19",123,123,41,41
289,289,A34GAZW7WFPOMU,A34GAZW7WFPOMU,4,4,36,36,"If you are finding your experience difficult, we can provide you the details of where you can get more support.","If you are finding your experience difficult, we can provide you the details of where you can get more support.","2019-08-21 18:45:11","2019-08-21 18:45:11",123,123,41,41
290,290,A34GAZW7WFPOMU,A34GAZW7WFPOMU,4,4,32,32,"Patients will have a diagnosis of prostate cancer. (Cancer is confined to the prostate and hasn't spread)","Patients will have a diagnosis of prostate cancer. (Cancer is confined to the prostate and hasn't spread)","2019-08-21 18:46:11","2019-08-21 18:46:11",123,123,41,41
291,291,A34GAZW7WFPOMU,A34GAZW7WFPOMU,4,4,27,27,"Only the University of Southampton will have access to information about you and the people who need to contact you to send questionnaires and process your data for auditing. ","Only the University of Southampton will have access to information about you and the people who need to contact you to send questionnaires and process your data for auditing. ","2019-08-21 18:47:14","2019-08-21 18:47:14",123,123,41,41
292,292,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,24,24,"The research is to develop a workshop that is right for me who have prostate cancer and their views.","The research is to develop a workshop that is right for me who have prostate cancer and their views.","2019-08-21 18:51:37","2019-08-21 18:51:37",123,123,31,31
293,293,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,18,18,"You will be given a number at the start of the study that will identify your data.  Your name and address will not be recorded. ","You will be given a number at the start of the study that will identify your data.  Your name and address will not be recorded. ","2019-08-21 18:52:16","2019-08-21 18:52:16",123,123,31,31
294,294,A34GAZW7WFPOMU,A34GAZW7WFPOMU,3,3,15,15,"If you are happy to take part.  Please complete the questionnaire and return it to the researcher or send it to the the University of Southampton in the envelope provided. ","If you are happy to take part.  Please complete the questionnaire and return it to the researcher or send it to the the University of Southampton in the envelope provided. ","2019-08-21 18:52:50","2019-08-21 18:52:50",123,123,31,31
295,295,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,3,3,24,24,"The purpose of the research is to develop a workshop for men with prostate cancer using your views.","The purpose of the research is to develop a workshop for men with prostate cancer using your views.","2019-08-21 19:00:11","2019-08-21 19:00:11",123,123,31,31
296,296,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,3,3,18,18,"You will be given a number at the start of the study to identify your data. Your information will not be on the questionnaire.","You will be given a number at the start of the study to identify your data. Your information will not be on the questionnaire.","2019-08-21 19:00:44","2019-08-21 19:00:44",123,123,31,31
297,297,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,3,3,15,15,"If you are happy to take part, please complete the questionnaire. You can return it to the researcher at the workshop, or use a paid envelope to send it to the University of Southampton.","If you are happy to take part, please complete the questionnaire. You can return it to the researcher at the workshop, or use a paid envelope to send it to the University of Southampton.","2019-08-21 19:01:31","2019-08-21 19:01:31",123,123,31,31
298,298,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,24,24,"Your views in this research will help develop a workshop that will assist men with prostrate cancer.","Your views in this research will help develop a workshop that will assist men with prostrate cancer.","2019-08-21 19:11:40","2019-08-21 19:11:40",123,123,31,31
299,299,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,18,18,"Your name and address will not be recorded on the questionnaire. The data you supply will be identified only by a number allocated to it.","Your name and address will not be recorded on the questionnaire. The data you supply will be identified only by a number allocated to it.","2019-08-21 19:15:30","2019-08-21 19:15:30",123,123,31,31
300,300,A25RJ54AHZGDOO,A25RJ54AHZGDOO,3,3,15,15,"If you wish to participate having read the information, please complete the  questionnaire and return it to the workshop's researcher, or send it back to the University in the pre-paid envelope.","If you wish to participate having read the information, please complete the  questionnaire and return it to the workshop's researcher, or send it back to the University in the pre-paid envelope.","2019-08-21 19:24:33","2019-08-21 19:24:33",123,123,31,31
301,301,ATP40FOEOH3O2,ATP40FOEOH3O2,3,3,24,24,"The purpose of the research is to develop a workshop for men with prostate cancer using your views.","The purpose of the research is to develop a workshop for men with prostate cancer using your views.","2019-08-21 19:24:38","2019-08-21 19:24:38",123,123,31,31
302,302,ATP40FOEOH3O2,ATP40FOEOH3O2,3,3,18,18,"You will be given a number at the beginning to identify your data; your name and address will not be recorded.","You will be given a number at the beginning to identify your data; your name and address will not be recorded.","2019-08-21 19:25:15","2019-08-21 19:25:15",123,123,31,31
303,303,ATP40FOEOH3O2,ATP40FOEOH3O2,3,3,15,15,"If you are happy to take part, please complete the questionnaire and hand it in, or post it using the envelope provided. ","If you are happy to take part, please complete the questionnaire and hand it in, or post it using the envelope provided. ","2019-08-21 19:25:59","2019-08-21 19:25:59",123,123,31,31
304,304,A12KYR4MHARIK7,A12KYR4MHARIK7,3,3,24,24,"This research will help develop a workshop which is right for men with prostate cancer.","This research will help develop a workshop which is right for men with prostate cancer.","2019-08-21 19:26:31","2019-08-21 19:26:31",123,123,31,31
305,305,A12KYR4MHARIK7,A12KYR4MHARIK7,3,3,18,18,"You will be allocated a number at the start of the study; your personal details will not be used.","You will be allocated a number at the start of the study; your personal details will not be used.","2019-08-21 19:27:04","2019-08-21 19:27:04",123,123,31,31
306,306,A12KYR4MHARIK7,A12KYR4MHARIK7,3,3,15,15,"If you are happy to take part, please fill out the survey and return it to the researcher, or send it to us at the University of Southampton using the pre-paid envelope.","If you are happy to take part, please fill out the survey and return it to the researcher, or send it to us at the University of Southampton using the pre-paid envelope.","2019-08-21 19:27:51","2019-08-21 19:27:51",123,123,31,31
307,307,ARYZT0RO8N5P1,ARYZT0RO8N5P1,2,2,11,11,"This means that when you say yes to take part in a research study, we will use your data in the ways we need to do and check the research study.","This means that when you say yes to take part in a research study, we will use your data in the ways we need to do and check the research study.","2019-08-21 20:03:28","2019-08-21 20:03:28",123,123,21,21
308,308,ARYZT0RO8N5P1,ARYZT0RO8N5P1,2,2,7,7,"An increasing number of people are living for many years after cancer treatment but we don't know all the ways to help them, to try and make sure they recovery as well as possible.","An increasing number of people are living for many years after cancer treatment but we don't know all the ways to help them, to try and make sure they recovery as well as possible.","2019-08-21 20:04:16","2019-08-21 20:04:16",123,123,21,21
309,309,ARYZT0RO8N5P1,ARYZT0RO8N5P1,2,2,2,2,"As a publicly funded organisation, we have to make sure that it's the best thing for the public when we use information that can be used to identify people who have agreed to take part in research.","As a publicly funded organisation, we have to make sure that it's the best thing for the public when we use information that can be used to identify people who have agreed to take part in research.","2019-08-21 20:05:45","2019-08-21 20:05:45",123,123,21,21
310,310,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,11,11,"in this research study we will collect your data and use in the ways needed to conduct the research after you have agreed to take part in the research study
","in this research study we will collect your data and use in the ways needed to conduct the research after you have agreed to take part in the research study
","2019-08-21 20:39:50","2019-08-21 20:39:50",123,123,21,21
311,311,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,7,7,"we don't know the best possible way to support the growing number of people living for many years after cancer treatment in-order to ensure the best recovery ","we don't know the best possible way to support the growing number of people living for many years after cancer treatment in-order to ensure the best recovery ","2019-08-21 20:43:01","2019-08-21 20:43:01",123,123,21,21
312,312,A27P16LFLZGFPR,A27P16LFLZGFPR,2,2,2,2,"in the best of the public we agree to use personally identifiable information from people who have agreed to take part in the study as a result of being a publicly funded organisation  ","in the best of the public we agree to use personally identifiable information from people who have agreed to take part in the study as a result of being a publicly funded organisation  ","2019-08-21 20:47:04","2019-08-21 20:47:04",123,123,21,21
313,313,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,4,4,36,36,"If you are experiencing difficulties you will be provided with details of support. ","If you are experiencing difficulties you will be provided with details of support. ","2019-08-21 21:19:13","2019-08-21 21:19:13",123,123,41,41
314,314,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,4,4,32,32,"Patients have been diagnosed with localised prostate cancer, which hasn't spread beyond the prostate to anywhere else in the body.","Patients have been diagnosed with localised prostate cancer, which hasn't spread beyond the prostate to anywhere else in the body.","2019-08-21 21:21:54","2019-08-21 21:21:54",123,123,41,41
315,315,A3QUNHOJCSQDXX,A3QUNHOJCSQDXX,4,4,27,27,"Limited people from the University of Southampton have access to information that identifies you.  They are those who need to contact you,  send or request  questionnaires,  process or analyse your data or audit the collected d asta.","Limited people from the University of Southampton have access to information that identifies you.  They are those who need to contact you,  send or request  questionnaires,  process or analyse your data or audit the collected d asta.","2019-08-21 21:25:24","2019-08-21 21:25:24",123,123,41,41
316,316,COPIEDA2WG63TQT4LVPG,COPIEDA2WG63TQT4LVPG,4,4,36,36,"We can provide you with more support if there is something you struggling with.","We can provide you with more support if there is something you struggling with.","2019-08-21 21:57:11","2019-08-21 21:57:11",123,123,41,41
317,317,COPIEDA2WG63TQT4LVPG,COPIEDA2WG63TQT4LVPG,4,4,32,32,"Localised prostate cancer is cancer that hasn't spread anywhere else in the body.","Localised prostate cancer is cancer that hasn't spread anywhere else in the body.","2019-08-21 22:00:08","2019-08-21 22:00:08",123,123,41,41
318,318,COPIEDA2WG63TQT4LVPG,COPIEDA2WG63TQT4LVPG,4,4,27,27,"Only people who will need to work with your data can have access to them.","Only people who will need to work with your data can have access to them.","2019-08-21 22:02:24","2019-08-21 22:02:24",123,123,41,41
319,319,AUN1LGCVAUMIK,AUN1LGCVAUMIK,3,3,24,24,"This research try to develop a workshop for men with prostate cancer, and your help will be useful to do this","This research try to develop a workshop for men with prostate cancer, and your help will be useful to do this","2019-08-21 22:39:42","2019-08-21 22:39:42",123,123,31,31
320,320,AUN1LGCVAUMIK,AUN1LGCVAUMIK,3,3,18,18,"You will be given an identification  number at the star of the study. Your name and address will not be recorded in the questionnaire.","You will be given an identification  number at the star of the study. Your name and address will not be recorded in the questionnaire.","2019-08-21 22:41:09","2019-08-21 22:41:09",123,123,31,31
321,321,AUN1LGCVAUMIK,AUN1LGCVAUMIK,3,3,15,15,"If, after reading this information, you want to take part of the study, pleasde complete the questionnaire and return it to the researcher in the workshop or mail us to the University of Southampton.  ","If, after reading this information, you want to take part of the study, pleasde complete the questionnaire and return it to the researcher in the workshop or mail us to the University of Southampton.  ","2019-08-21 22:43:11","2019-08-21 22:43:11",123,123,31,31
322,322,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,24,24,"your views on this research will help develop a workshop for men with prostrate cancer ","your views on this research will help develop a workshop for men with prostrate cancer ","2019-08-21 22:59:25","2019-08-21 22:59:25",123,123,31,31
323,323,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,18,18,"the number allocated to you at the start of the study will be used to idenyify your data","the number allocated to you at the start of the study will be used to idenyify your data","2019-08-21 23:02:19","2019-08-21 23:02:19",123,123,31,31
324,324,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,3,3,15,15,"if you are happy to take part after reading the information please complete the questionnaire and return it to the researcher at the workshop or send it to us at the university of Southampton","if you are happy to take part after reading the information please complete the questionnaire and return it to the researcher at the workshop or send it to us at the university of Southampton","2019-08-21 23:05:35","2019-08-21 23:05:35",123,123,31,31
325,325,l2w2cg,l2w2cg,2,2,232,232,cg,cg,"2019-08-26 13:54:05","2019-08-26 13:54:05",123,123,22,22
326,326,l2w2cg,l2w2cg,2,2,2112,2112,2112,2112,"2019-08-26 13:54:32","2019-08-26 13:54:32",123,123,22,22
327,327,l2w2cg,l2w2cg,2,2,227,227,227,227,"2019-08-26 13:54:46","2019-08-26 13:54:46",123,123,22,22
328,328,l2w2t,l2w2t,2,2,232,232,232,232,"2019-08-26 14:11:16","2019-08-26 14:11:16",123,123,121,121
329,329,l2w2t,l2w2t,2,2,2112,2112,2112,2112,"2019-08-26 14:11:29","2019-08-26 14:11:29",123,123,121,121
330,330,l2w2t,l2w2t,2,2,227,227,227,227,"2019-08-26 14:11:45","2019-08-26 14:11:45",123,123,121,121
331,331,l2w3t,l2w3t,2,2,11,11,2100,2100,"2019-08-26 14:15:50","2019-08-26 14:15:50",123,123,121,121
332,332,l2w3t,l2w3t,2,2,7,7,234,234,"2019-08-26 14:16:13","2019-08-26 14:16:13",123,123,121,121
333,333,l2w3t,l2w3t,2,2,2,2,283,283,"2019-08-26 14:16:35","2019-08-26 14:16:35",123,123,121,121
334,334,l3w2c,l3w2c,3,3,312,312,312,312,"2019-08-26 14:25:33","2019-08-26 14:25:33",123,123,32,32
335,335,l3w2c,l3w2c,3,3,319,319,319,319,"2019-08-26 14:25:59","2019-08-26 14:25:59",123,123,32,32
336,336,l3w2c,l3w2c,3,3,333,333,333,333,"2019-08-26 14:26:09","2019-08-26 14:26:09",123,123,32,32
337,337,l3w3c,l3w3c,3,3,324,324,324,324,"2019-08-26 14:28:22","2019-08-26 14:28:22",123,123,33,33
338,338,l3w3c,l3w3c,3,3,341,341,341,341,"2019-08-26 14:28:41","2019-08-26 14:28:41",123,123,33,33
339,339,l3w3c,l3w3c,3,3,343,343,343,343,"2019-08-26 14:29:01","2019-08-26 14:29:01",123,123,33,33
340,340,l4w2c,l4w2c,4,4,418,418,418,418,"2019-08-26 14:31:12","2019-08-26 14:31:12",123,123,42,42
341,341,l4w2c,l4w2c,4,4,472,472,472,472,"2019-08-26 14:42:56","2019-08-26 14:42:56",123,123,42,42
342,342,l4w2c,l4w2c,4,4,455,455,455,455,"2019-08-26 14:43:31","2019-08-26 14:43:31",123,123,42,42
343,343,l4w3c,l4w3c,4,4,406,406,406,406,"2019-08-26 14:45:48","2019-08-26 14:45:48",123,123,43,43
344,344,l3w3c,l3w3c,4,4,411,411,411,411,"2019-08-26 14:46:09","2019-08-26 14:46:09",123,123,43,43
345,345,l4w3c,l4w3c,4,4,433,433,433,433,"2019-08-26 14:46:48","2019-08-26 14:46:48",123,123,43,43
346,346,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,232,232,"Once you have read the information sheet and your questions have been answered, we will ask you if you are willing to take part in the study.
","Once you have read the information sheet and your questions have been answered, we will ask you if you are willing to take part in the study.
","2019-08-26 15:21:36","2019-08-26 15:21:36",123,123,22,22
347,347,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,2112,2112,"We will let your GP know that you are taking part and may let your GP know before sending out the questionnaire in case your contact details have changed.","We will let your GP know that you are taking part and may let your GP know before sending out the questionnaire in case your contact details have changed.","2019-08-26 15:23:42","2019-08-26 15:23:42",123,123,22,22
348,348,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,227,227,,,"2019-08-26 15:25:12","2019-08-26 15:25:12",123,123,22,22
349,349,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,4,4,418,418,"We are looking to see how a diagnosis of prostate cancer and the treatment given effects each person physical and mental health.","We are looking to see how a diagnosis of prostate cancer and the treatment given effects each person physical and mental health.","2019-08-26 15:26:04","2019-08-26 15:26:04",123,123,42,42
350,350,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,4,4,472,472,"The hospital will hold on to notes from this study for 10 year.","The hospital will hold on to notes from this study for 10 year.","2019-08-26 15:26:30","2019-08-26 15:26:30",123,123,42,42
351,351,A1I8EWT2DMNAKU,A1I8EWT2DMNAKU,4,4,455,455,"Under the data protection act it is necessary for trials to be in the best interest of the public.","Under the data protection act it is necessary for trials to be in the best interest of the public.","2019-08-26 15:27:01","2019-08-26 15:27:01",123,123,42,42
352,352,A29HORM8VKJ6O0,A29HORM8VKJ6O0,2,2,2100,2100,"If you agree for us to gather your NHS data this will be tracked using your personal identifying numbers but not your name.","If you agree for us to gather your NHS data this will be tracked using your personal identifying numbers but not your name.","2019-08-26 15:34:09","2019-08-26 15:34:09",123,123,23,23
353,353,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,406,406,"The research nurse or someone from your clinical team will walk you through the information sheet and answer all your questions.","The research nurse or someone from your clinical team will walk you through the information sheet and answer all your questions.","2019-08-26 15:38:38","2019-08-26 15:38:38",123,123,43,43
354,354,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,411,411,"We will be asking participants to fill out questionnaires on how men's health and well-being is after diagnosis and treatment.","We will be asking participants to fill out questionnaires on how men's health and well-being is after diagnosis and treatment.","2019-08-26 15:39:25","2019-08-26 15:39:25",123,123,43,43
355,355,A398EWYF8HJEDA,A398EWYF8HJEDA,4,4,433,433,"We are also collecting routine information for the TrueNTH Global Registry project.  This is data that is already collected by the NHS, such as clinical and treatment details.","We are also collecting routine information for the TrueNTH Global Registry project.  This is data that is already collected by the NHS, such as clinical and treatment details.","2019-08-26 15:40:33","2019-08-26 15:40:33",123,123,43,43
356,356,AUZUHON52J10U,AUZUHON52J10U,4,4,406,406,"One of your clinical team, or a research nurse, will review the information sheet with you, and try to answer any questions that you may have.","One of your clinical team, or a research nurse, will review the information sheet with you, and try to answer any questions that you may have.","2019-08-26 15:42:48","2019-08-26 15:42:48",123,123,43,43
357,357,AUZUHON52J10U,AUZUHON52J10U,4,4,411,411,"After your diagnosis and treatment, we are interested in finding out about your health and well-being, so we will ask you to fill out a post-treatment questionnaire.","After your diagnosis and treatment, we are interested in finding out about your health and well-being, so we will ask you to fill out a post-treatment questionnaire.","2019-08-26 15:46:05","2019-08-26 15:46:05",123,123,43,43
358,358,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,406,406,"One of your clicical team will answer any queries you may have.","One of your clicical team will answer any queries you may have.","2019-08-26 15:48:57","2019-08-26 15:48:57",123,123,43,43
359,359,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,411,411,"We will ask you to answer some questions regarding your after-care.","We will ask you to answer some questions regarding your after-care.","2019-08-26 15:49:38","2019-08-26 15:49:38",123,123,43,43
360,360,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,433,433,"We will also be using the information you provide to update a number of records.","We will also be using the information you provide to update a number of records.","2019-08-26 15:50:29","2019-08-26 15:50:29",123,123,43,43
361,361,AUZUHON52J10U,AUZUHON52J10U,4,4,433,433,"We are contribute clinical and treatment information, via medical records and other national databases (such as the Health and Social Care Information Centre) to the TrueNTH Global Registry project that is supported by the NHS.","We are contribute clinical and treatment information, via medical records and other national databases (such as the Health and Social Care Information Centre) to the TrueNTH Global Registry project that is supported by the NHS.","2019-08-26 15:51:09","2019-08-26 15:51:09",123,123,43,43
362,362,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,418,418,"We are gathering informaion on the general effects of prostate cancer.","We are gathering informaion on the general effects of prostate cancer.","2019-08-26 15:54:20","2019-08-26 15:54:20",123,123,42,42
363,363,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,472,472,"You data will be destroyed after ten years.","You data will be destroyed after ten years.","2019-08-26 15:54:36","2019-08-26 15:54:36",123,123,42,42
364,364,AXID3RPK6NZT6,AXID3RPK6NZT6,4,4,455,455,"Gathering your data for trials is secure and very nenefical for many reasons.","Gathering your data for trials is secure and very nenefical for many reasons.","2019-08-26 15:55:36","2019-08-26 15:55:36",123,123,42,42
365,365,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,406,406,"The nurse or member of your team will go through the information sheet and answer any questions.","The nurse or member of your team will go through the information sheet and answer any questions.","2019-08-26 15:58:00","2019-08-26 15:58:00",123,123,43,43
366,366,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,411,411,"We will ask people to complete questionnaires to find how men's health is after treatment.","We will ask people to complete questionnaires to find how men's health is after treatment.","2019-08-26 15:58:49","2019-08-26 15:58:49",123,123,43,43
367,367,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,324,324,"You can fill in the questionnaire today or do it at home and send it to us using the prepaid enevelope provided.","You can fill in the questionnaire today or do it at home and send it to us using the prepaid enevelope provided.","2019-08-26 15:59:17","2019-08-26 15:59:17",123,123,33,33
368,368,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,433,433,"We are also gathering information for the TrueNTH Global Registry project that is collected by the NHS. For example, treatment details in medical records and databases such as the Health and Social Care Information Centre and other UK bodies.","We are also gathering information for the TrueNTH Global Registry project that is collected by the NHS. For example, treatment details in medical records and databases such as the Health and Social Care Information Centre and other UK bodies.","2019-08-26 15:59:51","2019-08-26 15:59:51",123,123,43,43
369,369,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,341,341,"All of your personal details will be securely stored anonymously.","All of your personal details will be securely stored anonymously.","2019-08-26 15:59:53","2019-08-26 15:59:53",123,123,33,33
370,370,AXID3RPK6NZT6,AXID3RPK6NZT6,3,3,343,343,"Only members of the research team will have access to your data.","Only members of the research team will have access to your data.","2019-08-26 16:00:18","2019-08-26 16:00:18",123,123,33,33
371,371,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,418,418,"We are interested in how prostate cancer affects health and well-being.","We are interested in how prostate cancer affects health and well-being.","2019-08-26 16:02:26","2019-08-26 16:02:26",123,123,42,42
372,372,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,472,472,"Your hospital will keep information about you for 10 years after this study has finished.","Your hospital will keep information about you for 10 years after this study has finished.","2019-08-26 16:02:47","2019-08-26 16:02:47",123,123,42,42
373,373,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,2100,2100,"Any routine data we collect from you will be totally anonymous.","Any routine data we collect from you will be totally anonymous.","2019-08-26 16:03:16","2019-08-26 16:03:16",123,123,23,23
374,374,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,234,234,"You can complete the form here today, or take it home and do it there using the supplied envelope to return it.","You can complete the form here today, or take it home and do it there using the supplied envelope to return it.","2019-08-26 16:03:50","2019-08-26 16:03:50",123,123,23,23
375,375,A3T8E8EB9HUYOS,A3T8E8EB9HUYOS,4,4,455,455,"Your information is necessary for the task carried out in the public interest (GDPR Article 6(1)(e) and under Article (2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes Article 89 (1).","Your information is necessary for the task carried out in the public interest (GDPR Article 6(1)(e) and under Article (2)(j) necessary for archiving purposes in the public interest, scientific or historical research purposes Article 89 (1).","2019-08-26 16:04:09","2019-08-26 16:04:09",123,123,42,42
376,376,AXID3RPK6NZT6,AXID3RPK6NZT6,2,2,283,283,"Your data may be shared with other organisations conducting similar studies.","Your data may be shared with other organisations conducting similar studies.","2019-08-26 16:04:15","2019-08-26 16:04:15",123,123,23,23
377,377,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,4,4,418,418,"We want to know how someone's prostate cancer diagnosis and treatment can affect them.","We want to know how someone's prostate cancer diagnosis and treatment can affect them.","2019-08-26 16:24:04","2019-08-26 16:24:04",123,123,42,42
378,378,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,2100,2100,"Your NHS data will only be tracked via your NHS and hospital number, should you have agreed to the survey.","Your NHS data will only be tracked via your NHS and hospital number, should you have agreed to the survey.","2019-08-26 16:24:39","2019-08-26 16:24:39",123,123,23,23
379,379,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,4,4,472,472,"Your hospital will keep your information for 10 years after this study.","Your hospital will keep your information for 10 years after this study.","2019-08-26 16:24:49","2019-08-26 16:24:49",123,123,42,42
380,380,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,234,234,"The questionnaire can be completed during a hospital visit, or it can be completed at home and turned via a pre-paid envelope.","The questionnaire can be completed during a hospital visit, or it can be completed at home and turned via a pre-paid envelope.","2019-08-26 16:25:18","2019-08-26 16:25:18",123,123,23,23
381,381,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,4,4,406,406,"Any questions you have from the information sheet will be answered by the research nurse or member of the clinical team. ","Any questions you have from the information sheet will be answered by the research nurse or member of the clinical team. ","2019-08-26 16:25:46","2019-08-26 16:25:46",123,123,43,43
382,382,A22FS22LAPMD8W,A22FS22LAPMD8W,2,2,283,283,"If you agree to take part in a study, the information collected on your health may be provided to other research organisations.","If you agree to take part in a study, the information collected on your health may be provided to other research organisations.","2019-08-26 16:25:55","2019-08-26 16:25:55",123,123,23,23
383,383,A1LT7RCP5NZQXG,A1LT7RCP5NZQXG,4,4,455,455,"We need to process your information as this task is carried out in the interests of the country.","We need to process your information as this task is carried out in the interests of the country.","2019-08-26 16:26:08","2019-08-26 16:26:08",123,123,42,42
384,384,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,4,4,411,411,"Men's health and well-being will be assessed with a questionnaire after diagnosis and treatment. ","Men's health and well-being will be assessed with a questionnaire after diagnosis and treatment. ","2019-08-26 16:26:45","2019-08-26 16:26:45",123,123,43,43
385,385,A2XD5QTL6H2LIY,A2XD5QTL6H2LIY,4,4,433,433,"The NHS, through the TrueNTH global registry, routinely collects further information, such as clinical and treatment through medical records and national databases. ","The NHS, through the TrueNTH global registry, routinely collects further information, such as clinical and treatment through medical records and national databases. ","2019-08-26 16:29:41","2019-08-26 16:29:41",123,123,43,43
386,386,A22FS22LAPMD8W,A22FS22LAPMD8W,3,3,312,312,"Part of the care programme will aim to help patients with prostate cancer manage the issues they face.","Part of the care programme will aim to help patients with prostate cancer manage the issues they face.","2019-08-26 16:32:35","2019-08-26 16:32:35",123,123,32,32
