idComment,0,idReviewer,1,idLeaflet,2,assocText,3,text,4,emotionVector,5,idParagraph,6,comment,7,reasonVector,8,otherReason,9,otherEmotion,10,priority,11
107,107,sre321,sre321,4,4,6(1)(e)),6(1)(e)),,,010,010,p36,p36,"What you mean with that?","What you mean with that?",001,001,,,,,1,1
108,108,sre323,sre323,1,1,FluPOC,FluPOC,,,010,010,p4,p4,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
109,109,sre323,sre323,1,1," COPD"," COPD",,,010,010,p9,p9,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
110,110,sre323,sre323,1,1,overleaf,overleaf,,,010,010,p10,p10,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
111,111,sre323,sre323,1,1,sputum,sputum,,,010,010,p19,p19,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
112,112,sre323,sre323,1,1,NHS,NHS,,,010,010,p36,p36,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
113,113,sre323,sre323,2,2,GP,GP,,,010,010,p8,p8,"I don't know what means that word.","I don't know what means that word.",001,001,,,,,1,1
114,114,sre323,sre323,2,2,"non-Hodgkin lymphoma","non-Hodgkin lymphoma",,,010,010,p14,p14,"I don't know what means that word.","I don't know what means that word.",001,001,,,,,1,1
115,115,sre323,sre323,2,2,peopleâ€™s,peopleâ€™s,,,010,010,p29,p29,"I don't know what means that word.","I don't know what means that word.",001,001,,,,,1,1
116,116,sre323,sre323,3,3,Survivorship,Survivorship,,,010,010,p3,p3,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
117,117,sre323,sre323,3,3,Movember,Movember,,,010,010,p1,p1,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
118,118,sre323,sre323,3,3,NHS,NHS,,,010,010,p8,p8,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
119,119,sre323,sre323,3,3,held,held,,,010,010,p21,p21,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
120,120,sre323,sre323,4,4,TrueNTH,TrueNTH,,,010,010,p2,p2,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
121,121,sre323,sre323,4,4,NHS,NHS,,,010,010,p22,p22,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
122,122,sre323,sre323,4,4,6(1)(e)),6(1)(e)),,,010,010,p36,p36,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
123,123,sre324,sre324,1,1,FluPOC,FluPOC,,,010,010,p4,p4,"What means that word?","What means that word?",001,001,,,,,1,1
124,124,sre324,sre324,1,1,regain,regain,,,010,010,p3,p3,"What means that word?","What means that word?",001,001,,,,,1,1
125,125,sre324,sre324,1,1,NHS,NHS,,,010,010,p2,p2,"What means that word?","What means that word?",001,001,,,,,1,1
126,126,sre324,sre324,1,1,COPD,COPD,,,010,010,p9,p9,"What means that word?","What means that word?",001,001,,,,,1,1
127,127,sre324,sre324,1,1,briefly,briefly,,,010,010,p18,p18,"What means that word?","What means that word?",001,001,,,,,1,1
128,128,sre324,sre324,1,1,swabs,swabs,,,010,010,p19,p19,"What means that word?","What means that word?",001,001,,,,,1,1
129,129,sre324,sre324,1,1," sputum"," sputum",,,010,010,p20,p20,"What means that word?","What means that word?",001,001,,,,,1,1
130,130,sre324,sre324,1,1,GP,GP,,,010,010,p25,p25,"What means that word?","What means that word?",001,001,,,,,1,1
131,131,sre324,sre324,2,2,NHS,NHS,,,010,010,p1,p1,"What means that?","What means that?",001,001,,,,,1,1
132,132,sre324,sre324,2,2," Macmillan"," Macmillan",,,010,010,p7,p7,"What means that?","What means that?",001,001,,,,,1,1
133,133,sre324,sre324,2,2,GP,GP,,,010,010,p8,p8,"What means that?","What means that?",001,001,,,,,1,1
134,134,sre324,sre324,2,2,"non-Hodgkin lymphoma. ","non-Hodgkin lymphoma. ",,,010,010,p14,p14,"What means that?","What means that?",001,001,,,,,1,1
135,135,sre324,sre324,2,2,prior,prior,,,010,010,p14,p14,"What means that?","What means that?",001,001,,,,,1,1
136,136,sre324,sre324,2,2,NHS,NHS,,,010,010,p26,p26,"What means that?","What means that?",001,001,,,,,1,1
137,137,sre324,sre324,2,2,Maggieâ€™s,Maggieâ€™s,,,010,010,p35,p35,"What means that?","What means that?",001,001,,,,,1,1
138,138,sre324,sre324,3,3,Survivorship,Survivorship,,,010,010,p3,p3,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
139,139,sre324,sre324,3,3,"Charity ","Charity ",,,010,010,p8,p8,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
140,140,sre324,sre324,3,3,withdraw,withdraw,,,010,010,p12,p12,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
141,141,sre324,sre324,3,3,workshop,workshop,,,010,010,p14,p14,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
142,142,sre324,sre324,3,3,Movember,Movember,,,010,010,p27,p27,"I don't know what mean that.","I don't know what mean that.",001,001,,,,,1,1
143,143,sre324,sre324,4,4,TrueNTH,TrueNTH,,,010,010,p2,p2,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
144,144,sre324,sre324,4,4,surveillance,surveillance,,,010,010,p15,p15,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
145,145,sre324,sre324,4,4," opt-out"," opt-out",,,010,010,p23,p23,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
146,146,sre324,sre324,4,4,NHS,NHS,,,010,010,p27,p27,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
147,147,sre324,sre324,4,4," 6(1)(e))"," 6(1)(e))",,,010,010,p36,p36,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
148,148,sre324,sre324,4,4,Survivorship,Survivorship,,,010,010,p79,p79,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
149,149,sre324,sre324,4,4,Exeter,Exeter,,,010,010,p89,p89,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
150,150,sre324,sre324,4,4,PALS,PALS,,,010,010,p93,p93,"I don't know what mean that word or what you want to mean.","I don't know what mean that word or what you want to mean.",001,001,,,,,1,1
151,151,sre28,sre28,1,1,FluPOC,FluPOC,,,010,010,p4,p4,SRE28,SRE28,100,100,,,,,2,2
152,152,a,a,1,1,"acute respiratory illness: FluPOC","acute respiratory illness: FluPOC",,,000,000,p4,p4,a,a,000,000,,,,,und,und
153,153,A16QZJ5IDIHYUK,A16QZJ5IDIHYUK,1,1,"NHS NHS Fundation Trust","NHS NHS Fundation Trust",,,010,010,p2,p2,"NHS NHS Fundation Trust
Should be NHS Foundation Trust","NHS NHS Fundation Trust
Should be NHS Foundation Trust",010,010,,,,,1,1
154,154,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,1,1,"(such as antibiotics or antiviral medication for influenza)","(such as antibiotics or antiviral medication for influenza)",,,001,001,p9,p9,"I don't think you need to include the bracketed information, it complicates the scentance.","I don't think you need to include the bracketed information, it complicates the scentance.",001,001,,,,,3,3
155,155,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,1,1,"and another blood test (about half a tablespoon full) for additional ethically approved research.","and another blood test (about half a tablespoon full) for additional ethically approved research.",,,001,001,p20,p20,"This is a massive and very dense paragraph which is difficult to follow. It needs to be split into smaller chunks.","This is a massive and very dense paragraph which is difficult to follow. It needs to be split into smaller chunks.",010,010,,,,,1,1
</tbody></table>
