idReviser,0,rEmail,1,rInterest,2,rHealth,3,rAge,4,rEducation,5,dateT,6,flag,7,idGroup,8
510,510,A1J4DOQBYVLHZP,A1J4DOQBYVLHZP,1,1,2,2,3,3,2,2,"2019-09-11 11:45:48","2019-09-11 11:45:48",231,231,22,22
511,511,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-11 11:59:53","2019-09-11 11:59:53",231,231,22,22
512,512," COPIEDA3EXLMBNWA3VO7"," COPIEDA3EXLMBNWA3VO7",,,,,,,,,"2019-09-11 13:05:11","2019-09-11 13:05:11",231,231,22,22
513,513,A3E6QGYV5HCIHN,A3E6QGYV5HCIHN,1,1,1,1,2,2,2,2,"2019-09-11 14:52:17","2019-09-11 14:52:17",4123,4123,23,23
514,514,A398EWYF8HJEDA,A398EWYF8HJEDA,2,2,2,2,4,4,3,3,"2019-09-11 15:34:19","2019-09-11 15:34:19",5123,5123,23,23
515,515,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-09-11 15:36:21","2019-09-11 15:36:21",5123,5123,23,23
516,516,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-09-11 15:40:04","2019-09-11 15:40:04",5123,5123,23,23
517,517,AHNFC3OMXMIGA,AHNFC3OMXMIGA,1,1,1,1,2,2,4,4,"2019-09-11 15:42:38","2019-09-11 15:42:38",5123,5123,23,23
518,518,AULSRNSXS3N1V,AULSRNSXS3N1V,1,1,2,2,1,1,4,4,"2019-09-11 15:44:07","2019-09-11 15:44:07",5123,5123,23,23
519,519,A3OL5N49RZP2P1,A3OL5N49RZP2P1,1,1,2,2,2,2,3,3,"2019-09-11 15:56:27","2019-09-11 15:56:27",5123,5123,23,23
520,520,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,1,1,6,6,4,4,"2019-09-11 16:26:53","2019-09-11 16:26:53",5123,5123,23,23
521,521,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,1,1,2,2,1,1,4,4,"2019-09-11 16:28:42","2019-09-11 16:28:42",5123,5123,23,23
522,522,A3EXLMBNWA3VO7,A3EXLMBNWA3VO7,1,1,2,2,1,1,4,4,"2019-09-11 16:29:50","2019-09-11 16:29:50",5123,5123,23,23
523,523,AIO5H68532ALN,AIO5H68532ALN,1,1,2,2,3,3,3,3,"2019-09-11 16:32:34","2019-09-11 16:32:34",5123,5123,23,23
524,524,AIO5H68532ALN,AIO5H68532ALN,1,1,2,2,3,3,3,3,"2019-09-11 16:34:06","2019-09-11 16:34:06",5123,5123,23,23
525,525,A2RTVR086P9NPU,A2RTVR086P9NPU,1,1,1,1,2,2,2,2,"2019-09-11 16:37:04","2019-09-11 16:37:04",5123,5123,23,23
526,526,AYANXOKRFW1ZD,AYANXOKRFW1ZD,2,2,2,2,1,1,4,4,"2019-09-11 16:41:36","2019-09-11 16:41:36",5123,5123,23,23
527,527,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,1,1,3,3,2,2,3,3,"2019-09-11 17:09:24","2019-09-11 17:09:24",5123,5123,23,23
528,528,A1MQNSLBGG2IC6,A1MQNSLBGG2IC6,2,2,2,2,2,2,1,1,"2019-09-11 20:40:16","2019-09-11 20:40:16",5123,5123,23,23
529,529,A3W2CJSS4ZH93J,A3W2CJSS4ZH93J,2,2,2,2,1,1,2,2,"2019-09-12 00:01:41","2019-09-12 00:01:41",5123,5123,23,23
530,530,1,1,1,1,2,2,3,3,4,4,"2019-11-17 21:06:41","2019-11-17 21:06:41",419,419,419,419
531,531,1,1,1,1,2,2,3,3,4,4,"2019-11-17 21:15:43","2019-11-17 21:15:43",419,419,19,19
532,532,A3PX8ILC809788,A3PX8ILC809788,1,1,2,2,2,2,4,4,"2019-11-17 21:44:40","2019-11-17 21:44:40",419,419,19,19
533,533,A6PRQVQM8YZ4W,A6PRQVQM8YZ4W,3,3,2,2,4,4,4,4,"2019-11-17 21:45:14","2019-11-17 21:45:14",419,419,19,19
534,534,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,3,3,6,6,3,3,"2019-11-17 21:48:03","2019-11-17 21:48:03",419,419,19,19
535,535,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,2,2,1,1,3,3,"2019-11-17 21:50:30","2019-11-17 21:50:30",419,419,19,19
536,536,A2KMK30K2TDDNH,A2KMK30K2TDDNH,2,2,2,2,3,3,3,3,"2019-11-17 21:52:43","2019-11-17 21:52:43",419,419,19,19
537,537,A26FOB7B8AG3MI,A26FOB7B8AG3MI,1,1,2,2,3,3,4,4,"2019-11-17 22:26:13","2019-11-17 22:26:13",419,419,19,19
538,538,ARVI4C0REM69B,ARVI4C0REM69B,2,2,1,1,3,3,3,3,"2019-11-17 22:33:40","2019-11-17 22:33:40",419,419,19,19
539,539,A18UALFVQ3CQIX,A18UALFVQ3CQIX,2,2,2,2,1,1,4,4,"2019-11-17 23:09:22","2019-11-17 23:09:22",419,419,19,19
540,540,A39NFW2FOEG898,A39NFW2FOEG898,1,1,2,2,2,2,3,3,"2019-11-18 01:49:50","2019-11-18 01:49:50",419,419,19,19
541,541,A1LQSODJ1E706K,A1LQSODJ1E706K,2,2,2,2,2,2,4,4,"2019-11-18 06:04:48","2019-11-18 06:04:48",419,419,19,19
542,542,AX0HTB5102YQT,AX0HTB5102YQT,1,1,2,2,1,1,4,4,"2019-11-18 06:09:43","2019-11-18 06:09:43",419,419,19,19
543,543,A1RS7VDO8Y1S07,A1RS7VDO8Y1S07,1,1,2,2,2,2,4,4,"2019-11-18 07:41:12","2019-11-18 07:41:12",419,419,21,21
544,544,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-11-18 08:01:13","2019-11-18 08:01:13",419,419,21,21
545,545,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,1,1,6,6,4,4,"2019-11-18 08:39:43","2019-11-18 08:39:43",419,419,19,19
546,546,A3EIM0G0H9D23X,A3EIM0G0H9D23X,1,1,2,2,5,5,1,1,"2019-11-18 08:52:48","2019-11-18 08:52:48",419,419,21,21
547,547,A2T9C4MFZM0YL0,A2T9C4MFZM0YL0,2,2,2,2,1,1,4,4,"2019-11-18 09:47:57","2019-11-18 09:47:57",419,419,21,21
548,548,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2,2,3,3,4,4,"2019-11-18 09:50:31","2019-11-18 09:50:31",419,419,21,21
549,549,A2BX0O03OQ4EJ5,A2BX0O03OQ4EJ5,2,2,2,2,2,2,4,4,"2019-11-18 10:06:23","2019-11-18 10:06:23",419,419,21,21
550,550,A2BS7CXK6IQ1NG,A2BS7CXK6IQ1NG,1,1,2,2,2,2,3,3,"2019-11-18 10:15:04","2019-11-18 10:15:04",419,419,21,21
551,551,A1VIY1ZWBO3NVL,A1VIY1ZWBO3NVL,1,1,1,1,5,5,3,3,"2019-11-18 10:19:55","2019-11-18 10:19:55",419,419,21,21
552,552,A28JBSI52ZX65X,A28JBSI52ZX65X,2,2,2,2,4,4,4,4,"2019-11-18 10:40:21","2019-11-18 10:40:21",419,419,21,21
553,553,AIMP61WP9E0GQ,AIMP61WP9E0GQ,1,1,2,2,2,2,4,4,"2019-11-18 12:40:49","2019-11-18 12:40:49",419,419,21,21
554,554,AR4S7ZOB9QJYP,AR4S7ZOB9QJYP,1,1,2,2,3,3,4,4,"2019-11-18 13:52:06","2019-11-18 13:52:06",419,419,32,32
555,555,A2PGZ4K8RFSTTI,A2PGZ4K8RFSTTI,2,2,2,2,2,2,3,3,"2019-11-18 13:53:44","2019-11-18 13:53:44",419,419,32,32
556,556,AUZUHON52J10U,AUZUHON52J10U,1,1,1,1,6,6,4,4,"2019-11-18 13:56:43","2019-11-18 13:56:43",419,419,32,32
557,557,A1RB1PQVB94C9W,A1RB1PQVB94C9W,1,1,2,2,1,1,2,2,"2019-11-18 13:57:04","2019-11-18 13:57:04",419,419,32,32
558,558,A1E4A904M2LXXU,A1E4A904M2LXXU,1,1,2,2,6,6,2,2,"2019-11-18 14:11:05","2019-11-18 14:11:05",419,419,32,32
559,559,A2YHNN0QPCX5F2,A2YHNN0QPCX5F2,1,1,2,2,2,2,4,4,"2019-11-18 14:30:19","2019-11-18 14:30:19",419,419,32,32
560,560,AOJKD4QGUIDYG,AOJKD4QGUIDYG,1,1,2,2,4,4,2,2,"2019-11-18 14:39:45","2019-11-18 14:39:45",419,419,32,32
561,561,A46PFTLZHX85B,A46PFTLZHX85B,1,1,2,2,2,2,3,3,"2019-11-18 15:00:56","2019-11-18 15:00:56",419,419,32,32
562,562,A6VJ33FLJY094,A6VJ33FLJY094,1,1,2,2,1,1,2,2,"2019-11-18 15:39:57","2019-11-18 15:39:57",419,419,32,32
563,563,A6VJ33FLJY094,A6VJ33FLJY094,1,1,2,2,1,1,2,2,"2019-11-18 15:42:10","2019-11-18 15:42:10",419,419,32,32
564,564,A2DCNXRHSKT11U,A2DCNXRHSKT11U,1,1,1,1,1,1,3,3,"2019-11-18 16:11:26","2019-11-18 16:11:26",419,419,32,32
565,565,A2YFLF25HGIJIB,A2YFLF25HGIJIB,1,1,2,2,2,2,4,4,"2019-11-18 16:11:29","2019-11-18 16:11:29",419,419,32,32
566,566,A3OL5N49RZP2P1,A3OL5N49RZP2P1,1,1,2,2,2,2,4,4,"2019-11-18 16:57:07","2019-11-18 16:57:07",419,419,32,32
567,567,A1G2QDNAG1JHBJ,A1G2QDNAG1JHBJ,3,3,2,2,4,4,1,1,"2019-11-18 16:58:21","2019-11-18 16:58:21",419,419,32,32
568,568,A1S795QOR5VMJ5,A1S795QOR5VMJ5,2,2,2,2,5,5,4,4,"2019-11-18 17:12:46","2019-11-18 17:12:46",419,419,32,32
569,569,A250O7X1TAJCR6,A250O7X1TAJCR6,1,1,2,2,1,1,3,3,"2019-11-18 18:06:35","2019-11-18 18:06:35",419,419,32,32
570,570,A1X8UBJ3IA1T1,A1X8UBJ3IA1T1,2,2,2,2,3,3,4,4,"2019-11-18 18:31:40","2019-11-18 18:31:40",419,419,32,32
571,571,A1YMLNSEPCYTON,A1YMLNSEPCYTON,2,2,2,2,1,1,2,2,"2019-11-18 19:14:34","2019-11-18 19:14:34",419,419,43,43
572,572,A1A9FZFM6AOL7M,A1A9FZFM6AOL7M,1,1,2,2,2,2,4,4,"2019-11-18 19:16:53","2019-11-18 19:16:53",419,419,43,43
573,573,ABOJXCKPLTNO1,ABOJXCKPLTNO1,2,2,4,4,3,3,2,2,"2019-11-18 19:41:36","2019-11-18 19:41:36",419,419,43,43
574,574,A208SQNN3F76S2,A208SQNN3F76S2,1,1,2,2,2,2,3,3,"2019-11-18 19:59:13","2019-11-18 19:59:13",419,419,43,43
575,575,ADQ19I1JI7K7X,ADQ19I1JI7K7X,1,1,1,1,3,3,4,4,"2019-11-18 20:06:23","2019-11-18 20:06:23",419,419,43,43
576,576,A3S5HHZ1OO1LTZ,A3S5HHZ1OO1LTZ,1,1,1,1,1,1,1,1,"2019-11-18 20:08:19","2019-11-18 20:08:19",419,419,43,43
577,577,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,1,1,1,1,2,2,4,4,"2019-11-18 20:29:33","2019-11-18 20:29:33",419,419,43,43
578,578,AYPW9EVXUK7UZ,AYPW9EVXUK7UZ,2,2,1,1,4,4,4,4,"2019-11-18 20:49:34","2019-11-18 20:49:34",419,419,43,43
579,579,A3EJ3K5608VJ2O,A3EJ3K5608VJ2O,2,2,3,3,3,3,4,4,"2019-11-18 21:20:35","2019-11-18 21:20:35",419,419,43,43
580,580,A4VHHD5CPNFEK,A4VHHD5CPNFEK,2,2,2,2,5,5,4,4,"2019-11-18 21:35:44","2019-11-18 21:35:44",419,419,43,43
581,581,A1VSJUKM8VOY8H,A1VSJUKM8VOY8H,1,1,2,2,1,1,4,4,"2019-11-18 22:13:52","2019-11-18 22:13:52",419,419,54,54
582,582,AY6TSQ5C0UN1D,AY6TSQ5C0UN1D,2,2,2,2,3,3,2,2,"2019-11-18 22:14:54","2019-11-18 22:14:54",419,419,54,54
583,583,"MICHAEL SCAIFE","MICHAEL SCAIFE",1,1,2,2,5,5,1,1,"2019-11-18 22:42:57","2019-11-18 22:42:57",419,419,54,54
584,584,A3AYBSE0KUKC2E,A3AYBSE0KUKC2E,1,1,3,3,2,2,4,4,"2019-11-18 23:07:56","2019-11-18 23:07:56",419,419,54,54
585,585,A1L9ABPL6WVELR,A1L9ABPL6WVELR,1,1,1,1,3,3,4,4,"2019-11-19 01:35:32","2019-11-19 01:35:32",419,419,54,54
586,586,A1L9ABPL6WVELR,A1L9ABPL6WVELR,1,1,1,1,3,3,4,4,"2019-11-19 01:38:19","2019-11-19 01:38:19",419,419,54,54
587,587,A2FCTCUPP1AQ0W,A2FCTCUPP1AQ0W,2,2,2,2,1,1,3,3,"2019-11-19 03:31:46","2019-11-19 03:31:46",419,419,54,54
588,588,A1COXJRJSS3TTR,A1COXJRJSS3TTR,1,1,1,1,2,2,4,4,"2019-11-19 04:24:47","2019-11-19 04:24:47",419,419,54,54
589,589,A27YCLBAX0CEQ3,A27YCLBAX0CEQ3,2,2,1,1,6,6,4,4,"2019-11-19 08:55:41","2019-11-19 08:55:41",419,419,54,54
590,590,A35QN5P05UNZ4F,A35QN5P05UNZ4F,2,2,1,1,1,1,4,4,"2019-11-19 09:41:20","2019-11-19 09:41:20",419,419,54,54
591,591,A3I4KXPBR4ZW5,A3I4KXPBR4ZW5,3,3,2,2,1,1,4,4,"2019-11-19 11:24:49","2019-11-19 11:24:49",419,419,54,54
592,592,A3COQALEXT650,A3COQALEXT650,1,1,2,2,4,4,2,2,"2019-11-19 12:17:52","2019-11-19 12:17:52",419,419,54,54
593,593,A1C0AWJ1JULKO2,A1C0AWJ1JULKO2,1,1,1,1,3,3,4,4,"2019-11-19 12:35:29","2019-11-19 12:35:29",419,419,54,54
594,594,A35WOFYPGICAK,A35WOFYPGICAK,1,1,3,3,3,3,2,2,"2019-11-19 14:29:56","2019-11-19 14:29:56",419,419,54,54
595,595,AFVECGQW1WJ8U,AFVECGQW1WJ8U,1,1,1,1,2,2,4,4,"2019-11-19 14:45:20","2019-11-19 14:45:20",419,419,54,54
596,596,A3A6WDO5YWJD,A3A6WDO5YWJD,1,1,2,2,1,1,4,4,"2019-11-19 15:10:28","2019-11-19 15:10:28",419,419,54,54
597,597,AZ00C4Q6GKKKU,AZ00C4Q6GKKKU,3,3,1,1,1,1,2,2,"2019-11-19 15:40:37","2019-11-19 15:40:37",419,419,65,65
598,598,A3H629OSA4K43W,A3H629OSA4K43W,2,2,3,3,4,4,1,1,"2019-11-19 16:15:37","2019-11-19 16:15:37",419,419,54,54
599,599,A26Q2CRS6REXAD,A26Q2CRS6REXAD,2,2,2,2,1,1,3,3,"2019-11-19 17:51:17","2019-11-19 17:51:17",419,419,65,65
600,600,AG5JDV1422I1Q,AG5JDV1422I1Q,1,1,2,2,1,1,4,4,"2019-11-19 18:18:19","2019-11-19 18:18:19",419,419,65,65
601,601,A25RJ54AHZGDOO,A25RJ54AHZGDOO,1,1,2,2,6,6,4,4,"2019-11-19 18:56:52","2019-11-19 18:56:52",419,419,65,65
602,602,"I was provided a complimentary copy of this book in exchange for writing the review.v","I was provided a complimentary copy of this book in exchange for writing the review.v",,,,,,,,,"2019-11-19 19:04:27","2019-11-19 19:04:27",419,419,65,65
603,603,AFAX6KGS1P9GI,AFAX6KGS1P9GI,1,1,2,2,2,2,3,3,"2019-11-19 19:28:17","2019-11-19 19:28:17",419,419,65,65
604,604,AVFPZJ7RIENKN,AVFPZJ7RIENKN,1,1,2,2,3,3,4,4,"2019-11-19 20:27:53","2019-11-19 20:27:53",419,419,65,65
605,605,A18DXGMOBG9SX9,A18DXGMOBG9SX9,2,2,2,2,4,4,4,4,"2019-11-19 21:28:41","2019-11-19 21:28:41",419,419,65,65
606,606,A2MASR2PFXE5GW,A2MASR2PFXE5GW,2,2,2,2,2,2,2,2,"2019-11-19 22:33:27","2019-11-19 22:33:27",419,419,65,65
607,607,A18NZA5CFORPVY,A18NZA5CFORPVY,1,1,1,1,4,4,4,4,"2019-11-19 23:45:01","2019-11-19 23:45:01",419,419,65,65
608,608,APZBWSO74F8X5,APZBWSO74F8X5,1,1,2,2,1,1,2,2,"2019-11-20 02:46:04","2019-11-20 02:46:04",419,419,65,65
609,609,A19QK8TTHUCNG7,A19QK8TTHUCNG7,1,1,2,2,3,3,1,1,"2019-11-20 03:23:10","2019-11-20 03:23:10",419,419,54,54
610,610,A2VSOY7R90QVG5,A2VSOY7R90QVG5,2,2,2,2,1,1,4,4,"2019-11-20 04:48:35","2019-11-20 04:48:35",419,419,65,65
611,611,A2AHAQJTI88YPR,A2AHAQJTI88YPR,2,2,2,2,1,1,2,2,"2019-11-20 05:21:14","2019-11-20 05:21:14",419,419,65,65
612,612,AWJME1ZZPDHN0,AWJME1ZZPDHN0,3,3,2,2,1,1,4,4,"2019-11-20 08:55:52","2019-11-20 08:55:52",419,419,65,65
613,613,A150BOXII7BKNP,A150BOXII7BKNP,2,2,2,2,3,3,1,1,"2019-11-20 09:28:38","2019-11-20 09:28:38",419,419,76,76
614,614,ACXY6DV1ZJNY7,ACXY6DV1ZJNY7,2,2,2,2,3,3,4,4,"2019-11-20 09:43:25","2019-11-20 09:43:25",419,419,76,76
615,615,A3A2KCA26G0SZW,A3A2KCA26G0SZW,2,2,2,2,1,1,2,2,"2019-11-20 10:32:13","2019-11-20 10:32:13",419,419,76,76
616,616,ASBFKRH4CMHTI,ASBFKRH4CMHTI,1,1,2,2,3,3,4,4,"2019-11-20 12:32:17","2019-11-20 12:32:17",419,419,76,76
617,617," COPIEDA38OQ08RDU08GE"," COPIEDA38OQ08RDU08GE",3,3,1,1,4,4,2,2,"2019-11-20 12:47:53","2019-11-20 12:47:53",419,419,76,76
618,618,A1NVQWRO6FJDBI,A1NVQWRO6FJDBI,1,1,1,1,2,2,2,2,"2019-11-20 14:27:38","2019-11-20 14:27:38",419,419,76,76
619,619,A25KSFREJ776AS,A25KSFREJ776AS,1,1,2,2,3,3,4,4,"2019-11-20 15:03:12","2019-11-20 15:03:12",419,419,76,76
620,620,AV7T3FB0QQQH6,AV7T3FB0QQQH6,2,2,2,2,1,1,3,3,"2019-11-20 15:30:55","2019-11-20 15:30:55",419,419,76,76
621,621,A6M6ES3Z7QNWG,A6M6ES3Z7QNWG,2,2,2,2,1,1,2,2,"2019-11-20 16:01:59","2019-11-20 16:01:59",419,419,76,76
622,622,A1USKRAFG6C9TV,A1USKRAFG6C9TV,2,2,3,3,2,2,2,2,"2019-11-20 16:16:04","2019-11-20 16:16:04",419,419,76,76
623,623,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,1,1,2,2,4,4,4,4,"2019-11-20 16:54:17","2019-11-20 16:54:17",419,419,76,76
624,624,A18JD2MXWESMG7,A18JD2MXWESMG7,2,2,3,3,2,2,1,1,"2019-11-20 17:00:48","2019-11-20 17:00:48",419,419,76,76
625,625,A3T62C46FI4CVM,A3T62C46FI4CVM,1,1,2,2,2,2,4,4,"2019-11-20 18:35:42","2019-11-20 18:35:42",419,419,76,76
626,626,A20BMLDKLO38ZE,A20BMLDKLO38ZE,1,1,2,2,2,2,4,4,"2019-11-20 21:46:52","2019-11-20 21:46:52",419,419,87,87
627,627,https://wppi.soton.ac.uk/S5/O8/,https://wppi.soton.ac.uk/S5/O8/,1,1,2,2,2,2,,,"2019-11-20 21:47:32","2019-11-20 21:47:32",419,419,87,87
628,628,ARBJ6XQJP5VX5,ARBJ6XQJP5VX5,1,1,2,2,3,3,4,4,"2019-11-20 22:15:36","2019-11-20 22:15:36",419,419,87,87
629,629,A4A7P029P1F99,A4A7P029P1F99,1,1,1,1,2,2,2,2,"2019-11-20 22:39:11","2019-11-20 22:39:11",419,419,87,87
630,630,A2L408CQQKJT2M,A2L408CQQKJT2M,3,3,2,2,1,1,3,3,"2019-11-20 22:43:48","2019-11-20 22:43:48",419,419,87,87
631,631,A234S4IEER49GZ,A234S4IEER49GZ,2,2,2,2,2,2,2,2,"2019-11-20 23:00:57","2019-11-20 23:00:57",419,419,87,87
632,632,A3DI45UTHCC0RP,A3DI45UTHCC0RP,1,1,2,2,2,2,4,4,"2019-11-21 11:44:40","2019-11-21 11:44:40",419,419,87,87
633,633,A1RX3Z8XFJ8VJ1,A1RX3Z8XFJ8VJ1,1,1,2,2,4,4,4,4,"2019-11-21 15:16:57","2019-11-21 15:16:57",419,419,87,87
634,634,A2WG4QWEKAHZTZ,A2WG4QWEKAHZTZ,3,3,2,2,5,5,2,2,"2019-11-21 16:29:10","2019-11-21 16:29:10",419,419,87,87
635,635,A5M0DH06IWIAF,A5M0DH06IWIAF,1,1,1,1,4,4,4,4,"2019-11-21 16:30:12","2019-11-21 16:30:12",419,419,87,87
636,636,A3B0QSPI5FCA7S,A3B0QSPI5FCA7S,1,1,3,3,1,1,2,2,"2019-11-21 19:38:01","2019-11-21 19:38:01",419,419,87,87
637,637,A1GSBN597Y4BTF,A1GSBN597Y4BTF,2,2,2,2,4,4,4,4,"2019-11-21 22:21:51","2019-11-21 22:21:51",419,419,87,87
638,638,A1U19DJ5D5BJRD,A1U19DJ5D5BJRD,1,1,2,2,5,5,3,3,"2019-11-22 06:29:24","2019-11-22 06:29:24",419,419,87,87
639,639,A2Z9Z0D8IASTKK,A2Z9Z0D8IASTKK,3,3,2,2,2,2,4,4,"2019-11-22 10:13:48","2019-11-22 10:13:48",419,419,98,98
640,640,A2EKJB9QK7F092,A2EKJB9QK7F092,3,3,2,2,4,4,1,1,"2019-11-22 10:30:35","2019-11-22 10:30:35",419,419,98,98
641,641,A46PFTLZHX85B,A46PFTLZHX85B,1,1,2,2,2,2,3,3,"2019-11-22 11:08:26","2019-11-22 11:08:26",419,419,87,87
642,642,A46PFTLZHX85B,A46PFTLZHX85B,1,1,2,2,2,2,3,3,"2019-11-22 11:15:39","2019-11-22 11:15:39",419,419,87,87
643,643,A234S4IEER49GZ,A234S4IEER49GZ,2,2,2,2,2,2,2,2,"2019-11-22 11:41:04","2019-11-22 11:41:04",419,419,98,98
644,644,COPIEDAJC4QGCJ39VB1,COPIEDAJC4QGCJ39VB1,1,1,2,2,4,4,4,4,"2019-11-22 11:56:09","2019-11-22 11:56:09",419,419,98,98
645,645,A2V9ON1EW2TC60,A2V9ON1EW2TC60,2,2,2,2,1,1,3,3,"2019-11-22 14:11:19","2019-11-22 14:11:19",419,419,98,98
646,646,A1RX3Z8XFJ8VJ1,A1RX3Z8XFJ8VJ1,1,1,1,1,3,3,4,4,"2019-11-22 14:13:40","2019-11-22 14:13:40",419,419,98,98
647,647,AR44AFW993KRR,AR44AFW993KRR,3,3,3,3,4,4,4,4,"2019-11-22 14:33:00","2019-11-22 14:33:00",419,419,98,98
648,648,ASL2H1XNE9Y6W,ASL2H1XNE9Y6W,1,1,3,3,4,4,3,3,"2019-11-22 17:27:33","2019-11-22 17:27:33",419,419,98,98
649,649,ASL2H1XNE9Y6W,ASL2H1XNE9Y6W,1,1,3,3,4,4,3,3,"2019-11-22 17:28:50","2019-11-22 17:28:50",419,419,98,98
650,650,A3K4XDVBJH7XBG,A3K4XDVBJH7XBG,3,3,1,1,2,2,3,3,"2019-11-23 06:39:56","2019-11-23 06:39:56",419,419,98,98
651,651,A37QTEIPY5Q7DS,A37QTEIPY5Q7DS,2,2,2,2,1,1,3,3,"2019-11-23 10:00:18","2019-11-23 10:00:18",419,419,98,98
652,652,yo,yo,1,1,1,1,1,1,1,1,"2019-11-26 15:44:07","2019-11-26 15:44:07",419,419,19,19
653,653,yo,yo,1,1,2,2,7,7,4,4,"2019-11-26 15:49:46","2019-11-26 15:49:46",419,419,19,19
654,654,yo,yo,3,3,3,3,3,3,3,3,"2019-11-26 16:24:37","2019-11-26 16:24:37",6219,6219,6219,6219
655,655,yo3,yo3,1,1,2,2,3,3,4,4,"2019-11-26 17:30:29","2019-11-26 17:30:29",6319,6319,6319,6319
656,656,yo4,yo4,3,3,4,4,8,8,5,5,"2019-11-26 18:22:15","2019-11-26 18:22:15",6419,6419,6419,6419
657,657,yo4,yo4,1,1,2,2,3,3,5,5,"2019-11-26 18:39:54","2019-11-26 18:39:54",6419,6419,6419,6419
658,658,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-11-26 18:44:40","2019-11-26 18:44:40",6219,6219,6219,6219
659,659,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,2,2,2,2,4,4,5,5,"2019-11-26 18:48:56","2019-11-26 18:48:56",6219,6219,6219,6219
660,660,A1UMPNWW0WHCV7,A1UMPNWW0WHCV7,2,2,2,2,4,4,5,5,"2019-11-26 18:49:22","2019-11-26 18:49:22",6219,6219,6219,6219
661,661,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-11-26 18:56:14","2019-11-26 18:56:14",6419,6419,6419,6419
662,662,A3RDGO9R44A23Q,A3RDGO9R44A23Q,1,1,2,2,1,1,3,3,"2019-11-26 19:36:04","2019-11-26 19:36:04",6219,6219,6219,6219
663,663,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2,2,4,4,3,3,"2019-11-26 19:36:44","2019-11-26 19:36:44",6419,6419,6419,6419
664,664,A2LI65T29I493R,A2LI65T29I493R,1,1,1,1,4,4,4,4,"2019-11-26 19:51:48","2019-11-26 19:51:48",6419,6419,6419,6419
665,665,AYL3SQMR8E5W9,AYL3SQMR8E5W9,1,1,2,2,2,2,5,5,"2019-11-26 20:03:03","2019-11-26 20:03:03",6219,6219,6219,6219
666,666,A7X2K7IW80TBU,A7X2K7IW80TBU,2,2,2,2,3,3,3,3,"2019-11-26 20:07:22","2019-11-26 20:07:22",6219,6219,6219,6219
667,667,AXID3RPK6NZT6,AXID3RPK6NZT6,1,1,2,2,6,6,2,2,"2019-11-26 20:43:32","2019-11-26 20:43:32",6319,6319,6319,6319
668,668,A3FU5C1J94D7GB,A3FU5C1J94D7GB,2,2,2,2,1,1,4,4,"2019-11-26 20:53:43","2019-11-26 20:53:43",6219,6219,6219,6219
669,669,A39NFW2FOEG898,A39NFW2FOEG898,1,1,1,1,3,3,3,3,"2019-11-26 21:08:44","2019-11-26 21:08:44",6319,6319,6319,6319
670,670,AWNCR45AYLQUF,AWNCR45AYLQUF,3,3,1,1,3,3,3,3,"2019-11-26 21:10:29","2019-11-26 21:10:29",6419,6419,6419,6419
671,671,A1FEPJESBGNOU5,A1FEPJESBGNOU5,1,1,2,2,1,1,2,2,"2019-11-26 21:51:28","2019-11-26 21:51:28",6319,6319,6319,6319
672,672,A1CXSF5YMXOO7R,A1CXSF5YMXOO7R,2,2,3,3,1,1,2,2,"2019-11-26 22:03:22","2019-11-26 22:03:22",6219,6219,6219,6219
673,673,A3GWDDTMUVM54F,A3GWDDTMUVM54F,2,2,3,3,1,1,2,2,"2019-11-26 22:38:37","2019-11-26 22:38:37",6419,6419,6419,6419
674,674,A1JO4Z8LY6IDKB,A1JO4Z8LY6IDKB,2,2,2,2,3,3,2,2,"2019-11-27 01:02:53","2019-11-27 01:02:53",6219,6219,6219,6219
675,675,A1JO4Z8LY6IDKB,A1JO4Z8LY6IDKB,2,2,2,2,3,3,2,2,"2019-11-27 01:04:11","2019-11-27 01:04:11",6219,6219,6219,6219
676,676,A171ARPSKRJB93,A171ARPSKRJB93,1,1,2,2,2,2,1,1,"2019-11-27 06:42:57","2019-11-27 06:42:57",6319,6319,6319,6319
677,677,A27QIBL4MO6Z0X,A27QIBL4MO6Z0X,1,1,1,1,2,2,4,4,"2019-11-27 07:28:09","2019-11-27 07:28:09",6419,6419,6419,6419
