Id,Reviser,Leaflet,Sentence,Revised Sentence,Submission Time,Group,Flag
407,A2XD5QTL6H2LIY,2,2100,"Your NHS and hospital numbers will be used to track routine NHS data if you have agreed, but your name will be removed.",2019-08-26 17:03:09,23,123
408,A2XD5QTL6H2LIY,2,234,The questionnaire can be handed into the nurse or researcher once completed during your hospital visit or taken home to complete and returned by post with a pre-paid envelope. ,2019-08-26 17:05:06,23,123
409,A2XD5QTL6H2LIY,2,283,Agreeing to take part in a research study means that information about your health and care may be provided to other researchers inside and outside of this organisation.,2019-08-26 17:06:43,23,123
410,A1ZSZ9LDHAYECQ,4,418,We are interested in how the diagnosis and treatment of prostrate cancer affects a person's health and wellbeing,2019-08-26 17:19:34,42,123
411,A1ZSZ9LDHAYECQ,4,472,Your hospital will keep information from this study for 10 years after its completion.,2019-08-26 17:21:01,42,123
412,A1ZSZ9LDHAYECQ,4,455,Under data protection rules information obtained from trials should be processed for tasked carried out in the public interest.,2019-08-26 17:25:46,42,123
413,A2CB5XA034TM3P,4,418,We want to find out how a persons health and well-being are affected by the diagnosis and treatment of prostate cancer,2019-08-26 17:26:16,42,123
414,A2CB5XA034TM3P,4,472,The information about you in this study will be kept by the hospital for 10 years after the study is finished,2019-08-26 17:27:09,42,123
415,A2CB5XA034TM3P,4,455,We abide by the General Data Protection Regulation (GDPR) with regards to processing your information that is needed for the performance of this study,2019-08-26 17:28:34,42,123
416,A2T63C3AQSLSGA,4,418,"Our research is focussing on how a diagnosis of prostate cancer, and its subsequent treatment, can affect a person's health.",2019-08-26 18:27:11,42,123
417,A2T63C3AQSLSGA,4,472,Your hospital will keep records about your participation for 10 years after the study is complete.,2019-08-26 18:27:47,42,123
418,A2T63C3AQSLSGA,4,455,"Processing your information for the trial is necessary under the terms or the European GDPR legislation. The relevant sections concern purposes in the public interest, scientific and historial research. See Article 89(1) for further details.",2019-08-26 18:29:47,42,123
419,A2T63C3AQSLSGA,4,406,"A member of our research or clinical team will discuss the information sheet with you, and, if you have questions, answer them.",2019-08-26 18:33:38,43,123
420,A2T63C3AQSLSGA,4,411,"We would like to collect data about men's health after diagnosis and treatment, we will use a questionnaire do this.",2019-08-26 18:34:32,43,123
421,A2T63C3AQSLSGA,4,433,"Other information we are collection includes data that is routinely taken by the NHS, including clinical and treament details from medical records and national databses. We will pass this information on to the TrueNTH Global Registry project.",2019-08-26 18:35:56,43,123
422,A7Y524016WTCJ,3,324,"The questionnaire can be filled in after the session, or later at home and sent back in our prepaid envelope.",2019-08-26 18:41:01,33,123
423,A2T63C3AQSLSGA,3,312,"As part of the programme, there will be a workshop for men with protate cancer. This workshop will help them to better manage any issue that arise during their treatment.",2019-08-26 18:41:49,32,123
424,A7Y524016WTCJ,3,341,No details will identify you during or after the study.,2019-08-26 18:42:03,33,123
425,A2T63C3AQSLSGA,3,319,Taking part in this research is voluntary. Your care will not be impacted if you choose not to take part.,2019-08-26 18:42:23,32,123
426,A7Y524016WTCJ,3,343,Personal details will be kept locked away and on computers with passwords. Only the research team will be able to see the details. ,2019-08-26 18:42:58,33,123
427,A2T63C3AQSLSGA,3,333,"Taking part in this research is unlikely to benefit you directly. However, it may help improve services for men with similar conditions in the future.",2019-08-26 18:43:03,32,123
428,ABSLSFY33VM9B,4,406,You will be guided through the information sheet by a member of the clinical team to answer any questions you have.,2019-08-26 18:44:16,43,123
429,ABSLSFY33VM9B,4,411,Participants will be asked to complete questionnaires to find out how men's health and well-being is after treatment.,2019-08-26 18:45:09,43,123
430,A2T63C3AQSLSGA,2,232,"After you have read the provided information and our team have answered your questions, we will ask you to confirm that you are happy to take part in the study.",2019-08-26 18:46:42,22,123
431,ABSLSFY33VM9B,4,433,We're also collecting information for the TrueNTH Global Registry project that is collected by the NHS. This includes clinical and treatment details through medical records and national databases such as the Health and Social Care Information Centre and other central UK bodies.,2019-08-26 18:46:48,43,123
432,A2T63C3AQSLSGA,2,2112,"Your GP will be told that you are taking part in this study. We may contact your GP before sending you further questionnaires, to ensure our address details for you are up to date.",2019-08-26 18:47:42,22,123
433,A2T63C3AQSLSGA,2,227,Some other research collects data about patients from the medical and hospital records. We prefer to find out about your well-being and experiences directly by asking you to complete questionnaires.,2019-08-26 18:48:41,22,123
434,A2T63C3AQSLSGA,2,2100,"If you have allowed us to collect routine NHS data, we will track this with your NHS and/or hospital numbers, but we will not link your name to it.",2019-08-26 19:01:53,23,123
435,A2T63C3AQSLSGA,2,234,"If you prefer, you can complete the questionnaire in hospital and hand it to one of our team. Alternatively, you can return the questionnaire from home using the pre-paid envelope.",2019-08-26 19:02:40,23,123
436,A2T63C3AQSLSGA,2,283,"By agreeing to take part in a research study, you allow us to pass on your information to other researchers in this organisation and others.",2019-08-26 19:03:44,23,123
437,A20BMLDKLO38ZE,3,324,"Upon finishing the workshop session, you can complete a questionnaire, or choose to do it at home and put in the freepost envelope provided.",2019-08-26 19:18:31,33,123
438,A20BMLDKLO38ZE,3,341,"The data collected and the results we will publish will not show any of your personal information, such as name and address.",2019-08-26 19:19:56,33,123
439,A20BMLDKLO38ZE,3,343,"We will use password-protected computers and locked filing cabinets to store all personal details, such as your name and address, and these can only be accessed by members of the University of Southampton research team.",2019-08-26 19:21:53,33,123
440,A20BMLDKLO38ZE,4,406,"You will be guided by the research nurse or member of your clinical team through the information sheet, as well as discuss with you any questions you have in mind.",2019-08-26 19:28:43,43,123
441,A20BMLDKLO38ZE,4,411,The participants are asked to complete questionnaires about the health and well-being of men after being diagnosed and treated.,2019-08-26 19:29:50,43,123
442,A8SEJ35IVN1G0,3,324,The questionnaire can either be completed at the end of the session or posted to us for free.,2019-08-26 19:30:34,33,123
443,A20BMLDKLO38ZE,4,433,"The research team also aims to collect useful information on clinical and treatment details by looking at the medical records and national databases such as Health and Social Care Information Centre and other central UK bodies, in an effort to contribute to the NHS-based TrueNTH Global Registry project.",2019-08-26 19:32:26,43,123
444,A8SEJ35IVN1G0,3,341,Personal information and results of the study collected will remain private ,2019-08-26 19:32:56,33,123
445,A8SEJ35IVN1G0,3,343,Your personal details will be securely stored on site in both paper and digital form. Only University of Southampton staff will have access to them.,2019-08-26 19:34:57,33,123
446,ARHDGH8G2GKCY,3,324,At the end of the session their is a questionnaire that can be completed air you can take it home and return it in the free post envelope provided,2019-08-26 19:46:33,33,123
447,ARHDGH8G2GKCY,3,341,None of the results used or published in this study will identify you personally.,2019-08-26 19:48:30,33,123
448,ARHDGH8G2GKCY,3,343,All your personal details will be keep secure at all times in a locked cupboard or password locked. It will only be accessed by staff at the university for research ,2019-08-26 19:50:26,33,123
449,A1J8LLKK5NMVOL,3,324,"The questionnaire can be finished at the end, or at home and sent to us in an envelope we provide for free.",2019-08-26 20:16:44,33,123
450,A1J8LLKK5NMVOL,3,341,The information collected as part of this study will not identify you personally.,2019-08-26 20:17:12,33,123
451,A1J8LLKK5NMVOL,3,343,Your personal details will be held in secure storage and can only be used by our staff.,2019-08-26 20:17:51,33,123
452,ARHDGH8G2GKCY,3,312,men with prostate cancer will have help in a workshop relating to managing their prostate cancer issues.,2019-08-26 20:20:19,32,123
453,ARHDGH8G2GKCY,3,319,you do not have to take part in this study and if you choose not to your medical care will not be effected.,2019-08-26 20:21:09,32,123
454,ARHDGH8G2GKCY,3,333,its unlikely you will see results in this study but it will help men with prostate cancer.,2019-08-26 20:21:43,32,123
455,ARHDGH8G2GKCY,2,232,"once you have read the information sheet and have had your questions answered, you will then be asked if you want to take part in the study.",2019-08-26 20:28:45,22,123
456,ARHDGH8G2GKCY,2,2112,"once we have information your GP about the study, we may contact your GP to check you details are still correct before we mail out your follow up questionnaire.",2019-08-26 20:30:00,22,123
457,ARHDGH8G2GKCY,2,227,many studies collect data through your medical record but we believe its better to ask you via a questionnaire to get a better perspective of your well being.,2019-08-26 20:31:17,22,123
458,ARHDGH8G2GKCY,2,2100,"routine NHS data, NHS and hospital data will be tracked but your name will be removed.",2019-08-26 20:45:09,23,123
459,ARHDGH8G2GKCY,2,234,the questionnaire can be completed in your visit or you may to this home and return in pre paid envelope.,2019-08-26 20:45:51,23,123
460,ARHDGH8G2GKCY,2,283,be aware that the information you provide us may be used in other researches in this organisation or in others.,2019-08-26 20:46:44,23,123
461,A3L6JNFBB7DQBO,3,324,"The questionnaire can be completed at the end of the workshop session, or at home and returned to us using the freepost envelope provided.",2019-08-26 20:56:19,33,123
462,A3L6JNFBB7DQBO,3,341,You won't be identified neither by the information provided nor by the results published.,2019-08-26 20:58:01,33,123
463,A3L6JNFBB7DQBO,3,343,All your personal details will be stored safely in locked cabinets or on password protected computers accessible only by the research team of the University of Southampton.,2019-08-26 20:59:14,33,123
464,A3L6JNFBB7DQBO,3,312,Part of the Care Programme will be a session for men with prostate cancer which will help to manage the symptoms.,2019-08-26 21:04:46,32,123
465,A3L6JNFBB7DQBO,3,319,Your medical care is not linked to your participation to this study.,2019-08-26 21:05:28,32,123
466,A3L6JNFBB7DQBO,3,333,"While it's unlikely that you will have a direct benefit from this study, it will help us to improve the services for other patients like you in the future.",2019-08-26 21:06:22,32,123
467,A3L6JNFBB7DQBO,2,2100,"If you have agreed to take part in this study, please note that your name will be removed from the data set and we'll use only your NHS and hospital numbers.",2019-08-26 21:16:50,23,123
468,A3L6JNFBB7DQBO,2,234,"You can complete the questionnaire during your hospital visit and return it to the nurse/researcher; alternatively, you can complete it at home and return it using the prepaid envelope.",2019-08-26 21:18:14,23,123
469,A3L6JNFBB7DQBO,2,283,"If you have agreed to take part in a research study, we may share information about your health and case with other researchers, in this or other organizations.",2019-08-26 21:19:13,23,123
470,A27QIBL4MO6Z0X,3,312,part of the care programme will help men with prostrate cancer manage any prostrate cancer related issues they have,2019-08-26 21:19:59,32,123
471,A27QIBL4MO6Z0X,3,319,your medical care will in this not be affected if you decide not to take part in this research ,2019-08-26 21:21:31,32,123
472,A27QIBL4MO6Z0X,3,333,you might not benefit directly from taking part in this research but the results from the stud will help us develop and improve services for men with prostrate cancer ,2019-08-26 21:23:21,32,123
473,A1YA8AX0KPGMNI,4,418,We are interested in the diagnosis of prostrate cancer and how its treatment affects personal health and well-being. ,2019-08-26 21:50:26,42,123
474,A1YA8AX0KPGMNI,4,472,Your identifiable information is retained for 10 years post study completion. ,2019-08-26 21:51:47,42,123
475,A1YA8AX0KPGMNI,4,455,"In respect of a task carried out (for scientific or historical research)- it is necessary to process your trial information for archiving purposes in the public interest. This is in accordance to the following legislation; (General Data Protection Regulation (GDPR) Article 6(1)e), Article 9(2)(j) and Article 89(1).",2019-08-26 21:58:36,42,123
476,A1YA8AX0KPGMNI,3,312,Part of the prostate cancer Care Programme is a workshop on managing prostate cancer related issues (male only).,2019-08-26 22:05:44,32,123
477,A1YA8AX0KPGMNI,3,319,The research is voluntary and if you choose not to take part it does not affect you medical care.,2019-08-26 22:06:42,32,123
478,A1YA8AX0KPGMNI,3,333,"The results from the prostate cancer study will not benefit you necessarily, however it will aide in the development and improvement of the male only services.",2019-08-26 22:08:36,32,123
479,ATOFK3PAS290J,3,324,Return the provided freepost envelope containing the completed questionnaire ,2019-08-26 22:30:25,33,123
480,ATOFK3PAS290J,3,341,You can't be identified personally by any results or information collected about you.,2019-08-26 22:34:48,33,123
481,ATOFK3PAS290J,3,343,"Locked filling cabinets on password protected computers that are only accessible by University of Southampton research team members, will store all personal details. ",2019-08-26 22:41:04,33,123
482,ATOFK3PAS290J,2,2100,"Only your NHS and hospital numbers will be used to track the routine NHS data that we collect, upon your agreement. ",2019-08-26 23:38:48,23,123
483,ATOFK3PAS290J,2,234,The questionnaire can be completed at the hospital or your home and be returned in the prepaid envelope to the nurse or researcher.,2019-08-26 23:40:58,23,123
484,ATOFK3PAS290J,2,283,"Your health and care information may be provided to researchers of any organisation, upon your agreement to participate in a study.",2019-08-26 23:45:08,23,123
485,A3SITW767PUHIN,3,312,A workshop for patients with prostate will be part of the care programme & will help them manage their prostate cancer issues.,2019-08-27 00:39:21,32,123
486,A3SITW767PUHIN,3,319,Note that your participation is voluntary & your care will not be affected if you don't take part.,2019-08-27 00:39:49,32,123
487,A3SITW767PUHIN,3,333,"You are unlikely to benefit from this research, but future care will be improved by this research. ",2019-08-27 00:40:20,32,123
488,A34GAZW7WFPOMU,3,312,The car programme is a workshop for men with prostate cancer and will help them manage issues they have. ,2019-08-27 02:27:39,32,123
489,A34GAZW7WFPOMU,3,319,Taking part in this research is voluntary and your medical care will not be affected if you do not take part. ,2019-08-27 02:28:10,32,123
490,A34GAZW7WFPOMU,3,333,It's unlikely you will benefit from taking part in the research but the results will help to develop and improve services for men with prostate cancer. ,2019-08-27 02:28:47,32,123
491,A26EN6J1ENYOC ,2,232,"After reading the information sheet and have answered all the questions , you would be asked if you are interested in taking part in the study ",2019-08-27 08:01:22,22,123
492,A26EN6J1ENYOC ,2,2112,we will inform your GP that you are participating in the study and contact your GP before sending you the follow up questionnaire just in case you have moved or changed your detais ,2019-08-27 08:04:31,22,123
493,A26EN6J1ENYOC ,2,227,a lot of studies collect data about people from their medical and hospital records. but we believe it is vital we know about your health and well being directly from you through your responses to our questionnaires ,2019-08-27 08:07:52,22,123
497,A12NI0OXCYVISP,2,2100,"If you have agreed to data collection, your data will be anonymised.",2019-08-27 09:05:47,23,123
498,A12NI0OXCYVISP,2,234,"You can complete the questionnaire in person, or at home via post.",2019-08-27 09:06:30,23,123
499,A12NI0OXCYVISP,2,283,"When you agree to participate, information about your health and care may be shared with researchers from this and other organisations.",2019-08-27 09:07:38,23,123
503,A12NI0OXCYVISP,2,232,"Once you have seen the information seen & asked any questions you may have, you will be asked to confirm that you agree to join the study.",2019-08-27 09:12:12,22,123
504,A12NI0OXCYVISP,2,2112,"Your GP will be notified that you are part of the study, and will be contacted regarding your follow up questionnaire.",2019-08-27 09:13:13,22,123
505,A12NI0OXCYVISP,2,227,"We prefer to take a more personal approach, and find out about you from your own words, rather than your medical records.",2019-08-27 09:13:53,22,123
506,A7X2K7IW80TBU,2,232,"Once you've read the factsheet and your questions have been answered, we will ask if you are happy to take part.",2019-08-27 15:53:41,22,123
507,A7X2K7IW80TBU,2,2112,"We will let your doctor know that you are taking part in this study, and we may contact them before you get the follow up questionaire, just to make sure your details haven't changed.",2019-08-27 15:54:27,22,123
508,A7X2K7IW80TBU,2,227,"Some studies only use medical and hospital records, but we feel that asking you questions about your health and well-being is also important information.",2019-08-27 15:55:13,22,123
518,AXID3RPK6NZT6,2,2100,The data you agreed to let us use will never contain your name.,2019-08-29 17:04:23,123,123
519,AXID3RPK6NZT6,2,234,You can fill in the form here or do it later at home and send it back in the envelope provided.,2019-08-29 17:05:09,123,123
520,AXID3RPK6NZT6,2,283,The information we learn about you may be shared with other researchers.,2019-08-29 17:05:47,123,123
521,AXID3RPK6NZT6,2,232,When you are aware of all of the details we will ask you if you still want to be part of the research.,2019-08-29 17:09:27,122,123
522,AXID3RPK6NZT6,2,2112,Before we send the second form we will check that your details have not changed.,2019-08-29 17:09:52,122,123
523,AXID3RPK6NZT6,2,227,We ant this study to be personal so what you tell us is very important.,2019-08-29 17:10:29,122,123
524,AXID3RPK6NZT6,3,312,There will be a workshop to help with cancer related issues.,2019-08-29 17:14:06,132,123
525,AEQ0FXD00UB2Z,3,312,"The Care Programme will be a workshop for men with prostate cancer, which will help them better manage any related issues they have.",2019-08-29 17:14:25,132,123
526,AXID3RPK6NZT6,3,319,If you do not take part there are no penalties.,2019-08-29 17:14:26,132,123
527,AXID3RPK6NZT6,3,333,The help you give will grealt help other sufferers in the future.,2019-08-29 17:15:03,132,123
528,AEQ0FXD00UB2Z,3,319,"No, this research is voluntary and your medical care will not be affected if you don't participate.",2019-08-29 17:15:18,132,123
529,A2XD5QTL6H2LIY,2,232,After reading the information sheet and have had your questions answered you will be asked to confirm you will be taking part in the study. ,2019-08-29 17:15:43,122,123
530,A37QTEIPY5Q7DS,2,232,"Once you've read the information sheet and received answers to your questions, you'll be asked to confirm you're happy to participate in the study.",2019-08-29 17:16:44,122,123
531,AEQ0FXD00UB2Z,3,333,"It's unlikely that you benefit from taking part, but the results from the study will help us develop and improve services for men with prostate cancer.",2019-08-29 17:16:59,132,123
532,A2TZH3L7RO6RFS,2,2100,"If you agree for us to collect NHS data this will be tracked using your NHS and hospital numbers, but your name is removed.",2019-08-29 17:17:20,123,123
533,A37QTEIPY5Q7DS,2,2112,You're GP will be informed you are participating in the study and may be contacted before mailing out the follow up questionnaire to check your details.,2019-08-29 17:17:43,122,123
534,A2XD5QTL6H2LIY,2,2112,We will inform and may contact your GP about your participation in this study in case your details have changed or you have moved before mailing out the follow up questionnaire. ,2019-08-29 17:18:56,122,123
535,A2TZH3L7RO6RFS,2,234,"Complete the questionnaire during your hospital visit and hand in to the nurse or researcher. Otherwise, take it home to complete and return in the pre-paid envelope.",2019-08-29 17:19:26,123,123
536,A19W81GYOX6OI8,2,232,"After reading the information sheet, please confirm that you are happy to proceed with the study.",2019-08-29 17:19:33,122,123
537,A19W81GYOX6OI8,2,2112,"Your GP will be told you're taking part in the study, and may ask your GP whether your details have changed before mailing out a follow up questionnaire. ",2019-08-29 17:20:42,122,123
538,A2XD5QTL6H2LIY,2,227,"We believe it is important to find out about your well-being and health from your perspective, in the form of questionnaires, instead of collecting data from medical records like other studies. ",2019-08-29 17:21:06,122,123
539,A37QTEIPY5Q7DS,2,227,"Other studies collect your data from your medial and hospital records, but we believe your perspective on your health and well-being is important and will be collected through your responses to questionnaires.",2019-08-29 17:21:13,122,123
540,A19W81GYOX6OI8,2,227,"Hospital and medical records are often used to evaluate people, but we believe your perspective is more important, as given through your responses to the questionnaire.",2019-08-29 17:21:50,122,123
541,A2TZH3L7RO6RFS,2,283,"When you agree to participate in a research study, information about your health and care may be shared with current researchers within the organisation and external organisations",2019-08-29 17:22:17,123,123
542,AYANXOKRFW1ZD,4,418,We are interested in how the diagnosis of prostate cancer and its treatment affects a person's health.,2019-08-29 17:27:52,142,123
543,AYANXOKRFW1ZD,4,472,Your hospital will keep identifiable information about you for 10 years after the trial has ended.,2019-08-29 17:28:44,142,123
544,A19W81GYOX6OI8,2,2100,"Your data will be cataloged only using your NHS and hospital numbers, without your name included. ",2019-08-29 17:29:46,123,123
545,AYANXOKRFW1ZD,4,455,Processing your information for trials is necessary for the performance of a task carried out in the public interest.,2019-08-29 17:29:47,142,123
546,A19W81GYOX6OI8,2,234,"The questionnaire can be completed at the hospital, or you can finish it at home and mail it in using the pre-paid envelope. ",2019-08-29 17:30:40,123,123
547,A19W81GYOX6OI8,2,283,"In agreeing to this study, you accept that the information about your health and care may be provided to other researchers and organisations to perform further research. ",2019-08-29 17:31:55,123,123
548,A7X2K7IW80TBU,2,232,"Once you have read the factsheet and your questions have been answered, we will ask you whether you are happy to continue with the study.",2019-08-29 17:32:17,122,123
549,A7X2K7IW80TBU,2,2112,"We will let your GP know that you are part of this study, and we may get in touch with them to make sure that your details are still the same before we send out the follow-up questionnaire.",2019-08-29 17:33:22,122,123
550,AEQ0FXD00UB2Z,4,418,We're studying how a diagnosis of prostate cancer and it's treatments affect a persons health and well-being.,2019-08-29 17:33:44,142,123
551,A7X2K7IW80TBU,2,227,"Studies tend to collect information about people using medical and hospital records, but we feel that health and well-being can also be measured by asking patients what they think using questionnaires.",2019-08-29 17:34:39,122,123
552,AEQ0FXD00UB2Z,4,472,Your hospital will keep identifiable information from this study for 10 years after it finishes.,2019-08-29 17:34:43,142,123
553,A1RCBWN98I5B90,2,232,"After you have read the information sheet, You will be asked if you have any questions and if you are happy to tkae part in the study.",2019-08-29 17:35:27,122,123
554,A1RCBWN98I5B90,2,2112,We will inform your GP that you are taking part in this study and my contact your GP for more information before sending a follow up questionare,2019-08-29 17:37:54,122,123
555,AEQ0FXD00UB2Z,4,455,"Processing your information is necessary for the performance of a task carried out in the public interest (General Data Protection Act (GDPA) Article 6(1)(e)) and 9(2)(j), necessary for archiving purposes in public interest, scientific or historical research in accordance to Article 89(1).",2019-08-29 17:38:30,142,123
556,A7X2K7IW80TBU,3,312,The Care Programme will include a workshop which will help men with prostate cancer manage any issues they might have.,2019-08-29 17:39:28,132,123
557,A1RCBWN98I5B90,2,227,Other Studies Collect information from their medical and hospital records. We believe it is important to find about your health through responses to questionnaires ,2019-08-29 17:40:12,122,123
558,A7X2K7IW80TBU,3,319,"Taking part in the study is voluntary, and if you decide you don't want to continue with the research study, your medical care won't be affected.",2019-08-29 17:40:29,132,123
559,A7X2K7IW80TBU,3,333,"You probably won't see any direct benefits whilst being part of this study, but the results will help us when it comes to developing or improving services for prostate cancer sufferers in the future.",2019-08-29 17:41:39,132,123
560,A27P16LFLZGFPR,2,232,you will be asked whether you will consent to take part in the study after you have read the information and your question answered,2019-08-29 17:43:23,122,123
561,A7X2K7IW80TBU,4,418,We want to see how someone's health and well-being are affected by diagnosis and treatment of prostate cancer.,2019-08-29 17:44:32,142,123
562,A7X2K7IW80TBU,4,472,We will keep your information for 10 years after the end of the study. ,2019-08-29 17:45:01,142,123
563,A27P16LFLZGFPR,2,2112,"we will contact your GP about your involvement in this study,and might contact GP before mailing out subsequent questionnaire in case you have or details have changed ",2019-08-29 17:46:28,122,123
564,AEQ0FXD00UB2Z,2,232,"After reading the information sheet provided, you will be asked whether you are happy to take part in the study.",2019-08-29 17:46:45,122,123
565,ABKH6YLFFKCPO,3,312,Part of the Care Programme will be a workshop which will help sufferers manage any prostate cancer related issues.,2019-08-29 17:47:00,132,123
566,A7X2K7IW80TBU,4,455,We need to keep your information as this is needed for research archives. Your information will be kept according to the government guidelines on processing personal information (GDPR).,2019-08-29 17:47:01,142,123
567,A2XNQ9MFS4AZH2,3,312,doctors in the care programme will be in a workshop for men with prostate cance which will help them to better manage there prostate cancer related issues,2019-08-29 17:47:50,132,123
568,ABKH6YLFFKCPO,3,319,"Participation is voluntary. If you do not take part, your medical care will not be affected.",2019-08-29 17:47:53,132,123
569,AEQ0FXD00UB2Z,2,2112,"We will inform your GP that you are taking part in this study, and may contact your GP before sending the follow up questionnaire in case any of your details have changed.",2019-08-29 17:47:57,122,123
570,ABKH6YLFFKCPO,3,333,"It is unlikely you will benefit directly, but the results from the study will help other men with prostate cancer.",2019-08-29 17:48:41,132,123
571,A2XNQ9MFS4AZH2,3,319,taking part in this research is voluntary and your medical will not be affected if you do not want to take part,2019-08-29 17:48:54,132,123
572,A27P16LFLZGFPR,2,227,medical and hospital records are ways by which other studies collect data about people but we prefer knowing about your health and well-being through your response to the questionnaire ,2019-08-29 17:49:18,122,123
573,AEQ0FXD00UB2Z,2,227,"Other studies collect data about people from their medical/hospital records, but it is important to find out about your health and well-being from your perspective via your responses to the questionnaires.",2019-08-29 17:49:33,122,123
574,A7X2K7IW80TBU,2,2100,"If you are happy for us to use your information, we will track your data using your NHS and hospital numbers, but without your name.",2019-08-29 17:49:56,123,123
575,A2XNQ9MFS4AZH2,3,333,"it is unlikly tyou will benefit directly, but the results from this survey will help us develop and improve services for patients with prostate cancer.",2019-08-29 17:50:09,132,123
576,A7X2K7IW80TBU,2,234,"You can fill in the questionaire at the hospital and give it to the nurse or researcher, or you can fill it in at home and return to us by post.",2019-08-29 17:50:51,123,123
577,ARHDGH8G2GKCY,2,232,after you have read the information sheet and all your questions have been answered.we will then ask if you wish to take part in the study,2019-08-29 17:51:14,122,123
578,A7X2K7IW80TBU,2,283,"When you are part of a study, your health and care information may be shared with other studies, either here or to other researchers.",2019-08-29 17:52:00,123,123
579,ARHDGH8G2GKCY,2,2112,"we will need to inform your GP before and after your study, this is too check your details are still correct before we send you out the follow up questionnaire.",2019-08-29 17:52:41,122,123
580,A1YMLNSEPCYTON,3,312,Workshops will be part of the care programme to help men with prostate cancer manage any issues they have.,2019-08-29 17:53:08,132,123
581,A1YMLNSEPCYTON,3,319,Your participation in this study does not affect the care you recieve,2019-08-29 17:53:47,132,123
582,ARHDGH8G2GKCY,2,227,hospital and medical records are used in other studies to collect your data but we find its better to also find more about you using questionnaires,2019-08-29 17:54:01,122,123
583,A1YMLNSEPCYTON,3,333,your participation helps us improve the services for other men with prostate cancer ,2019-08-29 17:55:11,132,123
584,A19W81GYOX6OI8,4,418,We're researching how the diagnosis and treatment of prostate cancer influences a patient's health and well-being.,2019-08-29 17:59:26,142,123
585,A27P16LFLZGFPR,4,418,we want to know how the diagnosis of prostate cancer and its treatment affect one's health and well-being ,2019-08-29 17:59:28,142,123
586,A19W81GYOX6OI8,4,472,The hospital will record your identity for a maximum of 10 years after the study. ,2019-08-29 18:01:15,142,123
587,A27P16LFLZGFPR,4,472,after the study has ended identifiable information about you will be kept for 10 years by the hospital,2019-08-29 18:03:17,142,123
588,A19W81GYOX6OI8,4,455,"We archive your data in the public interest so that research can be effectively carried out, as per the guidelines in the GDPR. ",2019-08-29 18:03:19,142,123
589,A19W81GYOX6OI8,3,312,The Care Programme includes a workshop to help those suffering from prostate cancer to deal with any related issues.,2019-08-29 18:08:14,132,123
590,A19W81GYOX6OI8,3,319,Participation is voluntary and your medical care will be unaffected if you choose to not take part. ,2019-08-29 18:08:54,132,123
591,A19W81GYOX6OI8,3,333,Your participation in this research will help us improve services for those who develop prostate cancer in future. ,2019-08-29 18:10:13,132,123
592,A27P16LFLZGFPR,4,455,in accordance to the Article 6(1)(e) about General Data Protection Regulation (GDPR)it is necessary to process the information gotten by trials in order to know the performance of the task done in the public best interest and also for scientific or historical research in accordance with Article 89(1) ,2019-08-29 18:14:11,142,123
593,ARHDGH8G2GKCY,3,312,in the program there will be a work shop that will help men manage any prostate related issues.,2019-08-29 18:35:24,132,123
594,ARHDGH8G2GKCY,3,319,if you wish you did not take part in the research your medical care will not be affected,2019-08-29 18:36:10,132,123
595,A192R20G9KGSFE,4,418,We are interested in how diagnosing protaste cancer affects a persons health and well being ,2019-08-29 18:36:33,142,123
596,A192R20G9KGSFE,4,472,The hospital will keep your information about you from this study for 10 years. ,2019-08-29 18:36:54,142,123
597,ARHDGH8G2GKCY,3,333,it's unlikely you will benefit from this trial but it will help us further develop and improve men with prostate cancer.,2019-08-29 18:37:13,132,123
598,A192R20G9KGSFE,4,455,Your information is necessary for the task to be carried out in the public interest and is also necessary for archiving purposes. ,2019-08-29 18:37:22,142,123
599,A1X8UBJ3IA1T1,4,418,We want to know more about how being diagnosed and treated for prostate cancer affects your health and how you feel.,2019-08-29 18:42:10,142,123
600,A1X8UBJ3IA1T1,4,472,Your hospital will keep information which you can be identified from for 10 years after the study has finished.,2019-08-29 18:42:54,142,123
601,A1X8UBJ3IA1T1,4,455,"Your information for the trial can be processed under the General Data Protection Regulations. Article 6(1)(e)) says that it can happen if it is in the public interest, and Article 9(2)(j) says that it is necessary for archiving purposes in the public interest, scientific or historical research purposes in accordance with Article 89 (1).",2019-08-29 18:46:14,142,123
602,A3CC1VVTPVJVT7,4,418,We're interested in the diagnosis of prostate cancer and it's health effects.,2019-08-29 18:53:55,142,123
603,A3CC1VVTPVJVT7,4,472,Your identifiable information will be kept for 10 years,2019-08-29 18:54:30,142,123
604,A3CC1VVTPVJVT7,4,455,Your information will be used to carry out tasks in the public interest under GDPR.,2019-08-29 18:56:15,142,123
605,A3PWX6AP36T5RQ,4,418,We're interested in how diagnosis and treatment of prostate cancer affects health and well-being.,2019-08-29 19:02:26,142,123
606,A3PWX6AP36T5RQ,4,472,"After the study has finished, the hospital will keep your data from this study for 10 years.",2019-08-29 19:03:17,142,123
607,A3PWX6AP36T5RQ,4,455,It's necessary to process the information to increase performance according to GDPR and Article 9(2)(j) which archives purposes in public interest. ,2019-08-29 19:04:32,142,123
608,A398EWYF8HJEDA,4,418,We are interested in how a person's health and well being is impacted by the diagnosis and treatment of prostrate cancer,2019-08-29 19:25:37,142,123
609,A398EWYF8HJEDA,4,472,Information about you from this study will be kept by your hospital for 10 years after the study has finished.,2019-08-29 19:26:33,142,123
